episode,global_step,episode_reward,episode_length,episode_speed_mean,episode_crashed_mean,episode_action_mean,episode_TimeLimit.truncated_mean,episode_crashed,episode_lane_changes
660,5174,9.804413078236394,11,25.267341404972832,0.09090909090909091,2.5454545454545454,0.0,1.0,0.0
661,5181,5.850301961414516,7,25.0,0.14285714285714285,1.8571428571428572,0.0,1.0,0.0
662,5189,6.923730734735727,8,27.72176867231527,0.125,1.875,0.0,1.0,0.0
663,5196,5.8627484430908225,7,23.600565025169708,0.14285714285714285,1.7142857142857142,0.0,1.0,0.0
664,5206,8.788825272524264,10,24.271677969123548,0.1,2.3,0.0,1.0,0.0
665,5209,1.978618323802948,3,23.343914202307417,0.3333333333333333,3.3333333333333335,0.0,1.0,0.0
666,5234,23.54827290470712,25,25.981398740931578,0.04,2.36,0.0,1.0,0.0
667,5252,16.790008008480072,18,27.011259269888097,0.05555555555555555,1.6666666666666667,0.0,1.0,0.0
668,5256,2.9206654409645125,4,22.10900775841081,0.25,3.5,0.0,1.0,0.0
669,5260,2.9572261050343513,4,26.124943110400135,0.25,1.5,0.0,1.0,0.0
670,5267,5.8356428146362305,7,23.220042233057196,0.14285714285714285,0.8571428571428571,0.0,1.0,0.0
671,5269,0.9763275950681418,2,23.38888888888889,0.5,3.0,0.0,1.0,0.0
672,5280,9.725528000795748,11,23.867299602854576,0.09090909090909091,3.0,0.0,1.0,0.0
673,5297,15.796026170253754,17,26.808717164329394,0.058823529411764705,2.0588235294117645,0.0,1.0,0.0
674,5308,9.839652833295986,11,26.269688360090345,0.09090909090909091,2.5454545454545454,0.0,1.0,0.0
675,5310,0.9763275950681418,2,21.353069958847737,0.5,1.5,0.0,1.0,0.0
676,5322,10.80285644333344,12,25.287807597951925,0.08333333333333333,2.3333333333333335,0.0,1.0,0.0
677,5328,4.873960432363674,6,23.784356652949246,0.16666666666666666,2.6666666666666665,0.0,1.0,0.0
678,5340,10.75468772451859,12,24.499566642090358,0.08333333333333333,2.0833333333333335,0.0,1.0,0.0
679,5345,3.9154722690582275,5,24.794195600388548,0.2,2.2,0.0,1.0,0.0
680,5366,19.543335892260075,21,25.60253996542227,0.047619047619047616,2.0,0.0,1.0,0.0
681,5375,7.930306335911155,9,27.720516938718543,0.1111111111111111,2.111111111111111,0.0,1.0,0.0
682,5382,5.847102937055752,7,24.332275132275132,0.14285714285714285,2.5714285714285716,0.0,1.0,0.0
683,5385,1.9680090546607971,3,22.59762437183195,0.3333333333333333,2.0,0.0,1.0,0.0
684,5390,3.922669593244791,5,25.41455588268693,0.2,1.8,0.0,1.0,0.0
685,5404,12.732277510571294,14,24.78686128488199,0.07142857142857142,1.9285714285714286,0.0,1.0,0.0
686,5416,10.909122584271245,12,27.506311325618054,0.08333333333333333,2.5,0.0,1.0,0.0
687,5427,9.919413421303034,11,28.625271366316426,0.09090909090909091,1.6363636363636365,0.0,1.0,0.0
688,5433,4.923561632633209,6,25.251938108493906,0.16666666666666666,2.5,0.0,1.0,0.0
689,5456,21.410945296287537,23,24.58365283553011,0.043478260869565216,2.130434782608696,0.0,1.0,0.0
690,5475,17.75175815622788,19,26.671997262309564,0.05263157894736842,2.5789473684210527,0.0,1.0,0.0
691,5488,11.697437521768734,13,24.54106468199204,0.07692307692307693,2.0,0.0,1.0,0.0
692,5502,12.643700836109929,14,24.174002216688802,0.07142857142857142,1.5714285714285714,0.0,1.0,0.0
693,5511,7.795045968843624,9,23.936001690799166,0.1111111111111111,2.4444444444444446,0.0,1.0,0.0
694,5527,14.784386336803436,16,26.64024065278963,0.0625,1.9375,0.0,1.0,0.0
695,5532,3.9050226602703333,5,25.0,0.2,2.4,0.0,1.0,0.0
696,5534,0.9741227020858787,2,23.38888888888889,0.5,1.0,0.0,1.0,0.0
697,5541,5.906125305104069,7,25.92306778777401,0.14285714285714285,1.4285714285714286,0.0,1.0,0.0
698,5553,10.784517643856816,12,25.099632848337155,0.08333333333333333,2.0,0.0,1.0,0.0
699,5567,12.708372054505162,14,24.627864857134426,0.07142857142857142,1.9285714285714286,0.0,1.0,0.0
700,5576,7.83348548412323,9,25.576220941570977,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
701,5582,4.867417090572417,6,24.722222222222225,0.16666666666666666,1.8333333333333333,0.0,1.0,0.0
702,5584,0.9850174168823287,2,23.228177935406926,0.5,2.5,0.0,1.0,0.0
703,5601,15.723583695245907,17,26.252957436486067,0.058823529411764705,2.3529411764705883,0.0,1.0,0.0
704,5608,5.970187601400539,7,27.32054965144146,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
705,5618,8.833071945118718,10,25.327977119023483,0.1,1.7,0.0,1.0,0.0
706,5629,9.777441501617432,11,24.719400222787286,0.09090909090909091,2.272727272727273,0.0,1.0,0.0
707,5633,2.9175830483436584,4,21.480997715282747,0.25,0.75,0.0,1.0,0.0
708,5639,5.0191276632249355,6,30.21492041405806,0.16666666666666666,2.5,0.0,1.0,0.0
709,5644,3.893626510107424,5,22.68720620672865,0.2,1.0,0.0,1.0,0.0
710,5647,1.9472513188957237,3,20.84676521046679,0.3333333333333333,1.0,0.0,1.0,0.0
711,5652,3.950470983982086,5,25.99270425583673,0.2,1.4,0.0,1.0,0.0
712,5661,7.881571766687557,9,25.739701078893532,0.1111111111111111,2.2222222222222223,0.0,1.0,0.0
713,5671,8.781274912762456,10,24.173915577507284,0.1,2.4,0.0,1.0,0.0
714,5687,14.654280361486599,16,25.176615013769172,0.0625,2.3125,0.0,1.0,0.0
715,5690,1.978618323802948,3,24.67327589676562,0.3333333333333333,3.3333333333333335,0.0,1.0,0.0
716,5697,5.935670553648379,7,26.262578996060142,0.14285714285714285,2.2857142857142856,0.0,1.0,0.0
717,5701,2.9250775701366365,4,24.621136214716813,0.25,1.75,0.0,1.0,0.0
718,5721,18.587243802845478,20,25.853638967549546,0.05,1.8,0.0,1.0,0.0
719,5732,9.774126117117703,11,25.31287028829904,0.09090909090909091,1.5454545454545454,0.0,1.0,0.0
720,5735,1.949808297562413,3,20.84676521046679,0.3333333333333333,1.0,0.0,1.0,0.0
721,5740,3.9519491781829856,5,25.65369759596847,0.2,2.8,0.0,1.0,0.0
722,5742,0.9856572131393477,2,23.840858052414806,0.5,3.0,0.0,1.0,0.0
723,5747,3.919050394499209,5,24.085289910456716,0.2,3.0,0.0,1.0,0.0
724,5753,4.9341848604381084,6,26.580860733648976,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
725,5767,12.702941831899807,14,24.930409429163433,0.07142857142857142,2.2857142857142856,0.0,1.0,0.0
726,5774,5.989834928885102,7,30.010481338277856,0.14285714285714285,3.0,0.0,1.0,0.0
727,5781,5.931575951981358,7,26.246361999369487,0.14285714285714285,1.7142857142857142,0.0,1.0,0.0
728,5789,6.902196165872738,8,25.945935022415956,0.125,1.75,0.0,1.0,0.0
729,5792,1.9680090546607971,3,21.64756051634758,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
730,5799,5.903282163548283,7,24.6780706845648,0.14285714285714285,2.7142857142857144,0.0,1.0,0.0
731,5808,7.92815089225769,9,28.47661360937205,0.1111111111111111,1.5555555555555556,0.0,1.0,0.0
732,5825,15.652674632146955,17,25.563083114682627,0.058823529411764705,2.176470588235294,0.0,1.0,0.0
733,5832,5.873628664761782,7,25.38039839423936,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
734,5844,10.70366608898621,12,24.39217832647462,0.08333333333333333,1.8333333333333333,0.0,1.0,0.0
735,5854,8.841623960935976,10,26.28532244209858,0.1,2.3,0.0,1.0,0.0
736,5859,3.906674741709139,5,23.149636788767438,0.2,1.2,0.0,1.0,0.0
737,5864,3.902249537408352,5,24.666666666666664,0.2,2.2,0.0,1.0,0.0
738,5866,0.9793133055791259,2,24.166666666666664,0.5,2.5,0.0,1.0,0.0
739,5869,1.9459695219993591,3,21.46524917868211,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0
740,5886,15.571713744604494,17,24.31976653139078,0.058823529411764705,1.1764705882352942,0.0,1.0,0.0
741,5896,8.857340630842373,10,25.320002102244157,0.1,1.7,0.0,1.0,0.0
742,5902,4.891964852809906,6,24.826767236795277,0.16666666666666666,1.3333333333333333,0.0,1.0,0.0
743,5911,7.854562520980835,9,26.506649807122628,0.1111111111111111,2.5555555555555554,0.0,1.0,0.0
744,5916,3.9143598079681396,5,23.65475509875717,0.2,2.0,0.0,1.0,0.0
745,5920,2.9210197309730574,4,22.606003804298126,0.25,2.0,0.0,1.0,0.0
746,5929,7.8848805744200945,9,26.66499476744642,0.1111111111111111,2.111111111111111,0.0,1.0,0.0
747,5933,2.922059652162716,4,22.881432647462276,0.25,2.0,0.0,1.0,0.0
748,5936,1.961345013929531,3,23.744434450307327,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
749,5941,3.897345123696141,5,22.879149507209267,0.2,1.8,0.0,1.0,0.0
750,5957,14.750035881006625,16,25.908449284971013,0.0625,1.9375,0.0,1.0,0.0
751,5960,1.9459695219993591,3,21.145343677881083,0.3333333333333333,1.0,0.0,1.0,0.0
752,5966,4.86244410276413,6,24.462962962962962,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
753,5973,5.9125832337886095,7,26.80711910156635,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
754,5976,1.946609317266848,3,21.145343677881083,0.3333333333333333,3.3333333333333335,0.0,1.0,0.0
755,5984,6.917327046394348,8,26.75461540162202,0.125,1.375,0.0,1.0,0.0
756,5988,2.9427913054823875,4,25.236961195635775,0.25,2.0,0.0,1.0,0.0
757,6004,14.694465753389522,16,25.134328655080395,0.0625,2.375,0.0,1.0,0.0
758,6012,6.880723057198338,8,25.63826413644178,0.125,3.0,0.0,1.0,0.0
759,6043,29.43836154974997,31,26.532186465517242,0.03225806451612903,2.193548387096774,0.0,1.0,0.0
760,6049,4.930074570584111,6,25.01124664068639,0.16666666666666666,2.0,0.0,1.0,0.0
761,6055,4.926792372018099,6,26.580465783408446,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
762,6069,12.784021530300379,14,26.796217686532714,0.07142857142857142,1.0714285714285714,0.0,1.0,0.0
763,6096,25.366017757856753,27,25.285412589544396,0.037037037037037035,2.2962962962962963,0.0,1.0,0.0
764,6104,6.8656579236267135,8,24.588820167448592,0.125,1.875,0.0,1.0,0.0
765,6113,7.893669227138162,9,27.9413308081669,0.1111111111111111,2.4444444444444446,0.0,1.0,0.0
766,6120,5.857944367337041,7,24.14769155227093,0.14285714285714285,2.0,0.0,1.0,0.0
767,6134,12.924369155371096,14,29.39890660233297,0.07142857142857142,2.0714285714285716,0.0,1.0,0.0
768,6154,18.64260023634415,20,26.01501185787954,0.05,2.3,0.0,1.0,0.0
769,6158,2.925144013715908,4,22.279218696655462,0.25,3.0,0.0,1.0,0.0
770,6170,10.83824598789215,12,26.664646715987875,0.08333333333333333,1.5833333333333333,0.0,1.0,0.0
771,6179,7.948988973104861,9,27.211489325255215,0.1111111111111111,1.6666666666666667,0.0,1.0,0.0
772,6186,5.887033342325594,7,24.59289953543608,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
773,6198,10.809582887100987,12,26.4033521633441,0.08333333333333333,2.8333333333333335,0.0,1.0,0.0
774,6210,10.746376631665044,12,24.433214456305233,0.08333333333333333,1.3333333333333333,0.0,1.0,0.0
775,6214,2.9182209362625144,4,22.10900775841081,0.25,1.25,0.0,1.0,0.0
776,6223,7.813263535499573,9,24.202501459293828,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
777,6225,0.9760420888196677,2,19.558437393310925,0.5,2.5,0.0,1.0,0.0
778,6233,6.807134032249451,8,24.41574074074074,0.125,0.625,0.0,1.0,0.0
779,6238,3.891301214694977,5,24.355555555555554,0.2,2.4,0.0,1.0,0.0
780,6243,3.9964985083788633,5,29.168114639998738,0.2,3.2,0.0,1.0,0.0
781,6249,4.875592092983425,6,25.0,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
782,6252,1.9610577195417136,3,24.74326224227164,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
783,6269,15.832990048336796,17,27.736350249287387,0.058823529411764705,1.9411764705882353,0.0,1.0,0.0
784,6299,28.59747338294983,30,27.708804676223547,0.03333333333333333,2.3,0.0,1.0,0.0
785,6303,2.9248562424909323,4,21.12900245420186,0.25,1.5,0.0,1.0,0.0
786,6315,10.706860779726412,12,23.961691302616696,0.08333333333333333,1.75,0.0,1.0,0.0
787,6320,3.9298616647720337,5,26.030667854821694,0.2,1.8,0.0,1.0,0.0
788,6328,6.927109001087956,8,26.89656557573751,0.125,1.875,0.0,1.0,0.0
789,6334,4.881068299524486,6,25.0,0.16666666666666666,3.0,0.0,1.0,0.0
790,6350,14.79966515302658,16,27.875332457938672,0.0625,1.875,0.0,1.0,0.0
791,6352,0.9724888205528259,2,21.353069958847737,0.5,1.0,0.0,1.0,0.0
792,6360,6.939267929643393,8,27.987119687126423,0.125,2.125,0.0,1.0,0.0
793,6375,13.711300489259884,15,25.22750385729635,0.06666666666666667,1.8,0.0,1.0,0.0
794,6384,7.779910564422607,9,23.715114559293696,0.1111111111111111,2.3333333333333335,0.0,1.0,0.0
795,6401,15.604141235351562,17,24.662356009253973,0.058823529411764705,1.6470588235294117,0.0,1.0,0.0
796,6417,14.652845859527588,16,25.050280480197067,0.0625,2.5,0.0,1.0,0.0
797,6425,6.959040581190493,8,27.975039758741833,0.125,1.5,0.0,1.0,0.0
798,6428,1.984376487089321,3,25.90360645796335,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
799,6434,4.871841661632061,6,24.722222222222225,0.16666666666666666,1.6666666666666667,0.0,1.0,0.0
800,6437,1.962624933104962,3,25.3159482608477,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
801,6443,4.914027331280522,6,24.3232125813191,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
802,6449,4.894171056104824,6,24.066505664979548,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
803,6454,3.9283578395843506,5,24.978394490715885,0.2,2.0,0.0,1.0,0.0
804,6472,16.570026457309723,18,25.013069065930885,0.05555555555555555,2.6666666666666665,0.0,1.0,0.0
805,6478,4.879803356481716,6,24.192207789596427,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
806,6484,4.898847340547945,6,24.460603850531573,0.16666666666666666,1.0,0.0,1.0,0.0
807,6501,15.664591192209627,17,25.61317736948212,0.058823529411764705,1.9411764705882353,0.0,1.0,0.0
808,6510,7.940982457948849,9,27.51642114427139,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
809,6513,1.9453319311141968,3,20.84676521046679,0.3333333333333333,2.0,0.0,1.0,0.0
810,6519,4.915775431320071,6,26.275287411366964,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0
811,6526,6.022124405950308,7,31.20775214859261,0.14285714285714285,2.0,0.0,1.0,0.0
812,6538,10.797014533483889,12,26.124184938481246,0.08333333333333333,1.8333333333333333,0.0,1.0,0.0
813,6541,1.9604179243324324,3,22.600079051704924,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
814,6553,10.705470978224184,12,23.82699923842758,0.08333333333333333,1.3333333333333333,0.0,1.0,0.0
815,6567,12.70348608493805,14,25.561182328392004,0.07142857142857142,2.142857142857143,0.0,1.0,0.0
816,6576,7.807136952877045,9,24.745207377002394,0.1111111111111111,2.3333333333333335,0.0,1.0,0.0
817,6579,1.9472513188957237,3,22.568713305898495,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
818,6583,2.9288305044174194,4,24.114088967703463,0.25,1.25,0.0,1.0,0.0
819,6587,2.9542505741119385,4,24.361116714042012,0.25,1.75,0.0,1.0,0.0
820,6598,9.777637392282486,11,25.69658778650083,0.09090909090909091,1.6363636363636365,0.0,1.0,0.0
821,6603,3.9487501978874207,5,25.909751707684354,0.2,2.6,0.0,1.0,0.0
822,6606,1.9472491125343367,3,21.808005072397503,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
823,6611,3.964473132044077,5,27.39696001339032,0.2,0.8,0.0,1.0,0.0
824,6621,8.879441319906618,10,26.50925577400802,0.1,1.6,0.0,1.0,0.0
825,6629,6.858167350292206,8,24.926874441850835,0.125,1.875,0.0,1.0,0.0
826,6633,2.922939120733645,4,22.881432647462276,0.25,1.5,0.0,1.0,0.0
827,6640,5.870472555980086,7,25.642824634514366,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
828,6648,6.810045539343264,8,23.554503879205406,0.125,1.25,0.0,1.0,0.0
829,6653,3.999857150018215,5,28.794419295204,0.2,1.4,0.0,1.0,0.0
830,6657,2.935753223253414,4,22.934788943768208,0.25,2.0,0.0,1.0,0.0
831,6673,14.986468118149787,16,31.358656328234627,0.0625,1.9375,0.0,1.0,0.0
832,6694,19.612297534942627,21,25.786940016623433,0.047619047619047616,2.238095238095238,0.0,1.0,0.0
833,6697,1.9607052187202498,3,23.384415579192858,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
834,6703,4.8982075452804565,6,25.70507544749348,0.16666666666666666,1.8333333333333333,0.0,1.0,0.0
835,6714,9.839692018926144,11,26.548765539094713,0.09090909090909091,2.5454545454545454,0.0,1.0,0.0
836,6719,3.889667570590973,5,22.68720620672865,0.2,1.2,0.0,1.0,0.0
837,6723,2.9181062569259666,4,21.480997715282747,0.25,2.0,0.0,1.0,0.0
838,6727,2.9188626398681663,4,22.84131861774705,0.25,2.25,0.0,1.0,0.0
839,6739,10.836607582867146,12,26.745543404021078,0.08333333333333333,2.1666666666666665,0.0,1.0,0.0
840,6746,5.893169818329625,7,25.764667452539772,0.14285714285714285,1.1428571428571428,0.0,1.0,0.0
841,6754,6.810799955332186,8,24.607994660874475,0.125,1.125,0.0,1.0,0.0
842,6760,4.862957655393984,6,23.40400253619875,0.16666666666666666,0.6666666666666666,0.0,1.0,0.0
843,6767,5.834932923316956,7,23.78939008426416,0.14285714285714285,2.2857142857142856,0.0,1.0,0.0
844,6771,2.9689574817894027,4,26.338995958570557,0.25,2.75,0.0,1.0,0.0
845,6793,20.516697940183803,22,24.864727920316003,0.045454545454545456,2.409090909090909,0.0,1.0,0.0
846,6798,3.8931707113515586,5,22.68720620672865,0.2,2.0,0.0,1.0,0.0
847,6803,3.9038175246678293,5,24.666666666666664,0.2,1.8,0.0,1.0,0.0
848,6819,14.634615898132324,16,24.74600193960839,0.0625,1.1875,0.0,1.0,0.0
849,6826,5.900968073809054,7,24.917094526673477,0.14285714285714285,1.4285714285714286,0.0,1.0,0.0
850,6843,15.586041986942291,17,24.73082860626858,0.058823529411764705,1.8823529411764706,0.0,1.0,0.0
851,6848,3.899552223039791,5,23.0848030434385,0.2,1.8,0.0,1.0,0.0
852,6853,3.9442515949485824,5,25.480827718404186,0.2,2.6,0.0,1.0,0.0
853,6861,6.847616609185934,8,25.416626278145866,0.125,2.625,0.0,1.0,0.0
854,6866,3.89891242783051,5,23.0848030434385,0.2,2.0,0.0,1.0,0.0
855,6871,3.9015567898750305,5,23.05247032789161,0.2,2.2,0.0,1.0,0.0
856,6879,6.938343388959765,8,27.825353435080373,0.125,1.125,0.0,1.0,0.0
857,6886,5.857964336872101,7,24.11884396271727,0.14285714285714285,2.0,0.0,1.0,0.0
858,6897,9.772932509891689,11,25.510134626604597,0.09090909090909091,1.4545454545454546,0.0,1.0,0.0
859,6900,1.9597781270276755,3,21.050137054568847,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
860,6905,3.8954380730865523,5,22.340855184528067,0.2,1.4,0.0,1.0,0.0
861,6911,4.883847591234371,6,24.637570732624724,0.16666666666666666,3.0,0.0,1.0,0.0
862,6915,2.9326692213653587,4,22.455654057748568,0.25,1.25,0.0,1.0,0.0
863,6919,2.9328003505943343,4,22.73923185397199,0.25,2.25,0.0,1.0,0.0
864,6928,7.807486412930302,9,23.849351516208365,0.1111111111111111,2.111111111111111,0.0,1.0,0.0
865,6932,2.919737935066223,4,22.10900775841081,0.25,1.25,0.0,1.0,0.0
866,6936,2.9214217643020675,4,24.194444444444443,0.25,1.75,0.0,1.0,0.0
867,6943,5.877261101210024,7,24.4973805437461,0.14285714285714285,1.5714285714285714,0.0,1.0,0.0
868,6949,4.88071616878733,6,25.138842897000444,0.16666666666666666,3.1666666666666665,0.0,1.0,0.0
869,6952,1.983096894575283,3,25.429624387118476,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
870,6957,3.8916565775871277,5,23.30514611796982,0.2,1.0,0.0,1.0,0.0
871,6963,4.889947295188904,6,23.757569378469825,0.16666666666666666,1.3333333333333333,0.0,1.0,0.0
872,6984,19.600341735291295,21,25.597198610612427,0.047619047619047616,2.1904761904761907,0.0,1.0,0.0
873,6991,5.846803543972783,7,23.348004433377607,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
874,7004,11.698101936781313,13,24.134551023552174,0.07692307692307693,1.6923076923076923,0.0,1.0,0.0
875,7011,5.841344771790318,7,23.95801998824221,0.14285714285714285,3.0,0.0,1.0,0.0
876,7026,13.643759310245514,15,24.459716661979787,0.06666666666666667,1.8666666666666667,0.0,1.0,0.0
877,7031,3.952704785275273,5,26.788230602835476,0.2,2.6,0.0,1.0,0.0
878,7038,5.883629737305455,7,25.40742986399939,0.14285714285714285,2.2857142857142856,0.0,1.0,0.0
879,7056,16.557836412393954,18,24.879218106995864,0.05555555555555555,1.6666666666666667,0.0,1.0,0.0
880,7064,6.82277685101144,8,23.554503879205406,0.125,1.75,0.0,1.0,0.0
881,7070,4.918153701233678,6,25.892663972380372,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
882,7072,0.9737684120773338,2,21.985432098765433,0.5,4.0,0.0,1.0,0.0
883,7089,15.71768706839066,17,26.244897542009113,0.058823529411764705,1.5294117647058822,0.0,1.0,0.0
884,7109,18.557825206720736,20,25.14021741324001,0.05,1.8,0.0,1.0,0.0
885,7130,19.537456767633557,21,25.364367831819134,0.047619047619047616,1.9523809523809523,0.0,1.0,0.0
886,7159,27.387026727199554,29,25.470108010806932,0.034482758620689655,2.413793103448276,0.0,1.0,0.0
887,7167,6.881058752536774,8,25.29873982140199,0.125,1.5,0.0,1.0,0.0
888,7182,13.664487418485805,15,24.626383355916232,0.06666666666666667,2.7333333333333334,0.0,1.0,0.0
889,7195,11.762697456288151,13,25.2425249012727,0.07692307692307693,2.1538461538461537,0.0,1.0,0.0
890,7204,7.805464562727138,9,24.761332177795634,0.1111111111111111,1.4444444444444444,0.0,1.0,0.0
891,7212,6.904228744911961,8,25.612002107759245,0.125,1.875,0.0,1.0,0.0
892,7227,13.655270873510744,15,24.657223564546026,0.06666666666666667,1.3333333333333333,0.0,1.0,0.0
893,7236,7.80525815486908,9,25.036148743349077,0.1111111111111111,2.0,0.0,1.0,0.0
894,7244,6.84037496894598,8,25.430976685576585,0.125,2.75,0.0,1.0,0.0
895,7249,3.898387250257656,5,22.68720620672865,0.2,2.4,0.0,1.0,0.0
896,7257,6.873578317463398,8,26.268931064608893,0.125,0.75,0.0,1.0,0.0
897,7268,9.739137827360537,11,23.81976160724936,0.09090909090909091,1.7272727272727273,0.0,1.0,0.0
898,7281,11.725721001625061,13,25.52135054375953,0.07692307692307693,1.3846153846153846,0.0,1.0,0.0
899,7285,2.922297119104769,4,22.10900775841081,0.25,1.25,0.0,1.0,0.0
900,7291,4.958709892584011,6,26.267485506047816,0.16666666666666666,2.0,0.0,1.0,0.0
901,7304,11.707964599132538,13,24.750773477125417,0.07692307692307693,2.3846153846153846,0.0,1.0,0.0
902,7312,6.833804888650775,8,25.331826482954074,0.125,1.75,0.0,1.0,0.0
903,7326,12.665386080741882,14,24.369184638126807,0.07142857142857142,1.2857142857142858,0.0,1.0,0.0
904,7334,6.825364887714386,8,23.986978687818976,0.125,1.625,0.0,1.0,0.0
905,7339,3.9487501978874207,5,24.73887859551835,0.2,1.6,0.0,1.0,0.0
906,7345,4.952954619424418,6,27.372394861996224,0.16666666666666666,1.5,0.0,1.0,0.0
907,7353,6.830804523779079,8,23.86701691440264,0.125,3.0,0.0,1.0,0.0
908,7360,5.958347138715908,7,28.00040019992037,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
909,7367,5.8599995747208595,7,25.0,0.14285714285714285,1.5714285714285714,0.0,1.0,0.0
910,7373,4.891315399610903,6,23.756861781405124,0.16666666666666666,2.5,0.0,1.0,0.0
911,7380,5.8372043947456405,7,23.78939008426416,0.14285714285714285,2.0,0.0,1.0,0.0
912,7390,8.794717070413753,10,24.309845343074095,0.1,2.4,0.0,1.0,0.0
913,7407,15.866278528177645,17,28.914627692748972,0.058823529411764705,2.0588235294117645,0.0,1.0,0.0
914,7416,7.807887673377991,9,24.36222801747973,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
915,7423,5.882725831819698,7,24.984567493368495,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
916,7429,4.898847340547945,6,25.027123827397006,0.16666666666666666,1.1666666666666667,0.0,1.0,0.0
917,7435,4.87239306862466,6,22.653998476855165,0.16666666666666666,2.8333333333333335,0.0,1.0,0.0
918,7440,3.9543691519647837,5,27.028199379309967,0.2,2.6,0.0,1.0,0.0
919,7450,8.821440515923314,10,25.026863705640643,0.1,2.0,0.0,1.0,0.0
920,7459,7.8687303642509505,9,26.31553608708585,0.1111111111111111,2.2222222222222223,0.0,1.0,0.0
921,7472,11.76611578266602,13,25.41835988313759,0.07692307692307693,2.769230769230769,0.0,1.0,0.0
922,7483,9.814418314897921,11,25.4045644719595,0.09090909090909091,2.1818181818181817,0.0,1.0,0.0
923,7499,14.70032811065903,16,25.63820388779928,0.0625,1.8125,0.0,1.0,0.0
924,7506,5.846803543972783,7,23.632002173884644,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
925,7511,3.89380794565659,5,22.340855184528067,0.2,2.0,0.0,1.0,0.0
926,7515,2.9185286164283752,4,21.352427287863673,0.25,1.25,0.0,1.0,0.0
927,7523,6.992998536676168,8,30.119336227182977,0.125,2.125,0.0,1.0,0.0
928,7529,4.911259828018956,6,24.178501303461264,0.16666666666666666,2.0,0.0,1.0,0.0
929,7552,21.529203293728642,23,25.328068240753435,0.043478260869565216,2.0434782608695654,0.0,1.0,0.0
930,7562,8.802671610319521,10,25.684326115717482,0.1,1.8,0.0,1.0,0.0
931,7576,12.660113392281346,14,24.494573256607875,0.07142857142857142,1.6428571428571428,0.0,1.0,0.0
932,7584,7.022326644510031,8,31.056781572796258,0.125,2.625,0.0,1.0,0.0
933,7589,3.9683362821815535,5,26.759721246167373,0.2,1.8,0.0,1.0,0.0
934,7597,6.809804558753967,8,23.940716323731138,0.125,2.0,0.0,1.0,0.0
935,7604,5.872960147215053,7,23.93505946725985,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
936,7633,27.335254668199923,29,25.343976970084636,0.034482758620689655,1.5517241379310345,0.0,1.0,0.0
937,7644,9.889686820912175,11,27.741297863458268,0.09090909090909091,2.090909090909091,0.0,1.0,0.0
938,7660,14.670170185971074,16,25.252219082181277,0.0625,2.5625,0.0,1.0,0.0
939,7664,2.924504218506627,4,22.881432647462276,0.25,2.0,0.0,1.0,0.0
940,7683,17.52924006979447,19,24.31705338141822,0.05263157894736842,1.894736842105263,0.0,1.0,0.0
941,7687,2.9181062569259666,4,22.10900775841081,0.25,0.75,0.0,1.0,0.0
942,7695,6.907952306675725,8,26.79290544756824,0.125,1.25,0.0,1.0,0.0
943,7700,3.8967052667867392,5,22.68720620672865,0.2,2.0,0.0,1.0,0.0
944,7703,1.955586850643158,3,22.97882267047393,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
945,7710,5.8517703404068016,7,23.819879396438978,0.14285714285714285,1.2857142857142858,0.0,1.0,0.0
