episode,global_step,episode_reward,episode_length,episode_speed_mean,episode_crashed_mean,episode_action_mean,episode_TimeLimit.truncated_mean,episode_crashed,episode_lane_changes
31,247,9.95159387489548,11,28.720025329714726,0.09090909090909091,1.8181818181818181,0.0,1.0,0.0
32,251,2.9457124461769126,4,23.829165487267506,0.25,1.25,0.0,1.0,0.0
33,255,2.922936914372258,4,23.151446800798134,0.25,1.5,0.0,1.0,0.0
34,257,0.9724888205528259,2,21.965750075855617,0.5,1.5,0.0,1.0,0.0
35,259,0.9741227020858787,2,23.38888888888889,0.5,0.0,0.0,1.0,0.0
36,262,1.9584985365509056,3,22.97882267047393,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
37,275,11.753945289063267,13,25.073940822805266,0.07692307692307693,2.0,0.0,1.0,0.0
38,278,1.9507358043920249,3,23.9546524289986,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
39,282,2.92067938845139,4,22.10900775841081,0.25,0.75,0.0,1.0,0.0
40,308,24.389932332444005,26,24.843693501293973,0.038461538461538464,2.0,0.0,1.0,0.0
41,310,0.9756877998588607,2,21.353069958847737,0.5,0.5,0.0,1.0,0.0
42,321,9.970817743742373,11,29.101784398914564,0.09090909090909091,2.272727272727273,0.0,1.0,0.0
43,331,8.766829131054692,10,24.189574794509305,0.1,1.7,0.0,1.0,0.0
44,335,2.9206654409645125,4,23.831481481481482,0.25,2.0,0.0,1.0,0.0
45,343,6.845808264566585,8,24.515629665169367,0.125,2.625,0.0,1.0,0.0
46,349,4.865355372428894,6,24.22098765432099,0.16666666666666666,2.5,0.0,1.0,0.0
47,365,14.606814742088318,16,24.557754745703004,0.0625,2.0625,0.0,1.0,0.0
48,370,3.8979871253250167,5,23.786300030342247,0.2,1.6,0.0,1.0,0.0
49,381,9.848959505558014,11,26.183029787634645,0.09090909090909091,1.7272727272727273,0.0,1.0,0.0
50,389,6.809053421020508,8,23.338034490330042,0.125,2.125,0.0,1.0,0.0
51,392,1.9552995562553406,3,21.319353109488915,0.3333333333333333,1.0,0.0,1.0,0.0
52,396,2.9322669486282393,4,23.248802189406526,0.25,2.5,0.0,1.0,0.0
53,400,2.921745694242418,4,24.583333333333332,0.25,0.5,0.0,1.0,0.0
54,408,6.8477265815017745,8,24.299480438707903,0.125,2.25,0.0,1.0,0.0
55,424,14.637671945500188,16,25.003948588697202,0.0625,1.75,0.0,1.0,0.0
56,432,6.836654484272003,8,24.67373667545737,0.125,2.0,0.0,1.0,0.0
57,440,6.80869197845459,8,23.674468442005793,0.125,1.625,0.0,1.0,0.0
58,446,4.874939664732665,6,24.747424143144542,0.16666666666666666,2.0,0.0,1.0,0.0
59,453,5.8468733676709235,7,24.761904761904763,0.14285714285714285,2.5714285714285716,0.0,1.0,0.0
60,467,12.769882678985596,14,26.55998013691094,0.07142857142857142,1.6428571428571428,0.0,1.0,0.0
61,472,3.9038781513809226,5,24.04619912735962,0.2,2.6,0.0,1.0,0.0
62,477,3.931927618337795,5,24.803965538059373,0.2,2.8,0.0,1.0,0.0
63,481,2.9412290453910828,4,22.6728860764128,0.25,1.0,0.0,1.0,0.0
64,485,2.9353529387153685,4,25.236961195635775,0.25,2.5,0.0,1.0,0.0
65,489,2.9235789149533957,4,22.02460696915885,0.25,1.75,0.0,1.0,0.0
66,492,1.9612386206863448,3,22.30405744333386,0.3333333333333333,3.6666666666666665,0.0,1.0,0.0
67,495,1.9824570993660018,3,25.90360645796335,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
68,500,3.8939087371109053,5,22.68720620672865,0.2,1.8,0.0,1.0,0.0
69,506,4.879420338082127,6,23.070838889886186,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
70,518,10.730070530378725,12,24.410335466042522,0.08333333333333333,2.3333333333333335,0.0,1.0,0.0
71,523,3.892886459827423,5,23.0848030434385,0.2,1.0,0.0,1.0,0.0
72,532,7.788294731581118,9,23.61558840348893,0.1111111111111111,2.2222222222222223,0.0,1.0,0.0
73,538,4.862959563732147,6,22.923382605233396,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0
74,549,9.783314344240353,11,25.038553489324894,0.09090909090909091,1.3636363636363635,0.0,1.0,0.0
75,556,5.85732537205331,7,23.705149836305427,0.14285714285714285,2.7142857142857144,0.0,1.0,0.0
76,562,4.898846624302678,6,24.237692496861428,0.16666666666666666,2.6666666666666665,0.0,1.0,0.0
77,578,14.633265374111943,16,24.589751977686433,0.0625,1.75,0.0,1.0,0.0
78,587,7.785107015573885,9,24.178420800354726,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
79,599,10.70933061739197,12,23.958464570318174,0.08333333333333333,2.8333333333333335,0.0,1.0,0.0
80,604,3.98373669188004,5,27.932916806598307,0.2,2.4,0.0,1.0,0.0
81,609,3.8986246555577964,5,24.065185185185186,0.2,2.6,0.0,1.0,0.0
82,620,9.892821907007601,11,27.51410094415454,0.09090909090909091,2.0,0.0,1.0,0.0
83,629,7.8382348387967795,9,24.522197186457433,0.1111111111111111,1.5555555555555556,0.0,1.0,0.0
84,636,5.8970378041267395,7,24.65114586231547,0.14285714285714285,1.5714285714285714,0.0,1.0,0.0
85,644,6.848302838159725,8,23.963705499821224,0.125,2.75,0.0,1.0,0.0
86,646,0.9843776216148399,2,22.576623368789285,0.5,2.0,0.0,1.0,0.0
87,653,5.854865428758785,7,23.42257990406668,0.14285714285714285,2.5714285714285716,0.0,1.0,0.0
88,661,6.904291867220309,8,25.572095846567137,0.125,1.875,0.0,1.0,0.0
89,667,4.958726650103927,6,27.51839233083508,0.16666666666666666,1.8333333333333333,0.0,1.0,0.0
90,674,5.868573606014252,7,24.994440992013228,0.14285714285714285,2.5714285714285716,0.0,1.0,0.0
91,679,3.98298752005212,5,26.518365081074325,0.2,2.0,0.0,1.0,0.0
92,681,0.9724888205528259,2,21.965750075855617,0.5,3.5,0.0,1.0,0.0
93,698,15.613672968698665,17,24.870603033604286,0.058823529411764705,2.4705882352941178,0.0,1.0,0.0
94,709,9.814482448506169,11,25.813740122486134,0.09090909090909091,1.0,0.0,1.0,0.0
95,714,3.9440955489408225,5,25.149518319519522,0.2,2.6,0.0,1.0,0.0
96,719,3.935315665556118,5,23.799971515548187,0.2,2.4,0.0,1.0,0.0
97,730,9.856317723169923,11,26.982707064570082,0.09090909090909091,1.9090909090909092,0.0,1.0,0.0
98,738,6.909193693601992,8,26.390809668746385,0.125,2.5,0.0,1.0,0.0
99,747,7.919555966742337,9,28.12401968404328,0.1111111111111111,2.6666666666666665,0.0,1.0,0.0
100,749,0.9852847261354327,2,25.0,0.5,1.0,0.0,1.0,0.0
101,756,5.837267635273747,7,23.348004433377607,0.14285714285714285,1.7142857142857142,0.0,1.0,0.0
102,759,1.973127422737889,3,23.086684052439185,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
103,767,6.8773688012734056,8,26.048099627578086,0.125,2.5,0.0,1.0,0.0
104,770,1.9489329437492415,3,20.065241601240754,0.3333333333333333,1.0,0.0,1.0,0.0
105,773,1.9625182132003829,3,21.985642471962652,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
106,776,1.9612386206863448,3,22.645393785211326,0.3333333333333333,3.6666666666666665,0.0,1.0,0.0
107,788,10.781851707899477,12,25.319764826282555,0.08333333333333333,1.75,0.0,1.0,0.0
108,792,2.919168411695864,4,21.480997715282747,0.25,1.0,0.0,1.0,0.0
109,795,1.961878415895626,3,22.30405744333386,0.3333333333333333,3.0,0.0,1.0,0.0
110,808,11.751121519017033,13,25.1990495559126,0.07692307692307693,1.9230769230769231,0.0,1.0,0.0
111,815,5.867913363385014,7,24.277270844328026,0.14285714285714285,2.2857142857142856,0.0,1.0,0.0
112,817,0.979598687030375,2,24.166666666666664,0.5,2.0,0.0,1.0,0.0
113,823,4.890381693840027,6,24.21678613415044,0.16666666666666666,1.6666666666666667,0.0,1.0,0.0
114,826,1.9837366918800399,3,22.88207688854517,0.3333333333333333,2.0,0.0,1.0,0.0
115,830,2.9321178793907166,4,24.45635609893709,0.25,2.75,0.0,1.0,0.0
116,844,12.680793148465455,14,25.356251689768715,0.07142857142857142,1.9285714285714286,0.0,1.0,0.0
117,857,11.682373940944672,13,24.83276349986304,0.07692307692307693,2.0,0.0,1.0,0.0
118,859,0.9722033143043518,2,21.965750075855617,0.5,1.5,0.0,1.0,0.0
119,865,4.8746854066848755,6,23.230480137088417,0.16666666666666666,3.1666666666666665,0.0,1.0,0.0
120,869,2.9308382858871482,4,24.819176508300593,0.25,3.25,0.0,1.0,0.0
121,879,8.81682187016122,10,25.2567358077255,0.1,1.5,0.0,1.0,0.0
122,884,3.915826380252838,5,25.355304576932777,0.2,1.8,0.0,1.0,0.0
123,887,1.958785830938723,3,22.24638525835761,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0
124,898,9.813254057371523,11,25.906854838347996,0.09090909090909091,1.6363636363636365,0.0,1.0,0.0
125,900,0.9722033143043518,2,23.431978643497903,0.5,1.5,0.0,1.0,0.0
126,911,9.789052605628967,11,25.121559644622128,0.09090909090909091,1.4545454545454546,0.0,1.0,0.0
127,917,4.878113752231002,6,25.0,0.16666666666666666,1.8333333333333333,0.0,1.0,0.0
128,922,3.957963642431423,5,25.35702594361403,0.2,2.6,0.0,1.0,0.0
129,937,13.7526915948838,15,26.298008651112653,0.06666666666666667,1.9333333333333333,0.0,1.0,0.0
130,945,6.842052994179539,8,24.18002652651889,0.125,1.875,0.0,1.0,0.0
131,954,7.791159569227602,9,23.599537933489906,0.1111111111111111,1.6666666666666667,0.0,1.0,0.0
132,959,3.979223785805516,5,26.638385445169426,0.2,3.0,0.0,1.0,0.0
133,965,4.872554478002712,6,23.784356652949246,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
134,973,6.8366327265976,8,24.17951914196448,0.125,1.875,0.0,1.0,0.0
135,978,3.8907097568153404,5,23.79417283950617,0.2,1.0,0.0,1.0,0.0
136,983,3.914654682390392,5,25.18956895650862,0.2,2.0,0.0,1.0,0.0
137,989,4.971516665769741,6,27.277056070853316,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
138,993,2.9587291459320113,4,24.19090577579736,0.25,1.5,0.0,1.0,0.0
139,1007,12.73526181280613,14,25.773786441207477,0.07142857142857142,2.642857142857143,0.0,1.0,0.0
140,1015,6.9405154110863805,8,27.607583118138486,0.125,1.875,0.0,1.0,0.0
141,1023,6.812618374824524,8,23.940716323731138,0.125,1.375,0.0,1.0,0.0
142,1027,2.920379936695099,4,22.348936884011582,0.25,2.0,0.0,1.0,0.0
143,1037,8.821357308828738,10,24.772615198430977,0.1,1.7,0.0,1.0,0.0
144,1044,5.8564510315191,7,23.989442038158995,0.14285714285714285,2.2857142857142856,0.0,1.0,0.0
145,1047,1.9680090546607971,3,21.897181435217075,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
146,1052,3.9763852944015525,5,27.25999843631859,0.2,1.8,0.0,1.0,0.0
147,1055,1.947888909780886,3,20.84676521046679,0.3333333333333333,2.0,0.0,1.0,0.0
148,1057,0.9795986860990524,2,24.166666666666664,0.5,3.0,0.0,1.0,0.0
149,1067,8.972261501476169,10,30.190276792624438,0.1,2.3,0.0,1.0,0.0
150,1073,4.946818053722382,6,26.378200415676037,0.16666666666666666,1.8333333333333333,0.0,1.0,0.0
151,1076,1.9488328675506637,3,22.568713305898495,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
152,1095,17.613437828375027,19,25.22160849155734,0.05263157894736842,2.5789473684210527,0.0,1.0,0.0
153,1100,3.913626491033938,5,23.852010431463512,0.2,1.8,0.0,1.0,0.0
154,1106,4.866012871265411,6,23.40400253619875,0.16666666666666666,1.5,0.0,1.0,0.0
155,1110,2.919385850429535,4,22.10900775841081,0.25,2.25,0.0,1.0,0.0
156,1114,2.9568097581504844,4,25.04068574109551,0.25,1.25,0.0,1.0,0.0
157,1122,6.87101492471993,8,25.956465558525224,0.125,1.625,0.0,1.0,0.0
158,1129,5.8506605009315535,7,23.819879396438978,0.14285714285714285,2.7142857142857144,0.0,1.0,0.0
159,1137,6.970237074303441,8,29.188163574615846,0.125,2.5,0.0,1.0,0.0
160,1149,10.756610569311306,12,24.784999969348366,0.08333333333333333,2.5,0.0,1.0,0.0
161,1153,2.9235789149533957,4,22.606003804298126,0.25,2.25,0.0,1.0,0.0
162,1161,6.81841289694421,8,23.554503879205406,0.125,1.875,0.0,1.0,0.0
163,1164,1.9550011060200632,3,24.444444444444443,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
164,1167,1.9463738203048706,3,23.925925925925924,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0
165,1180,11.885722041130066,13,27.20802457423037,0.07692307692307693,1.4615384615384615,0.0,1.0,0.0
166,1186,4.922517892671749,6,25.660225079019003,0.16666666666666666,2.5,0.0,1.0,0.0
167,1197,9.788226064993069,11,25.585173224019957,0.09090909090909091,1.6363636363636365,0.0,1.0,0.0
168,1204,5.853827951359563,7,23.802497859893975,0.14285714285714285,3.4285714285714284,0.0,1.0,0.0
169,1218,12.816159544396214,14,26.20189249360835,0.07142857142857142,2.4285714285714284,0.0,1.0,0.0
170,1230,10.767175137007143,12,24.72537126301849,0.08333333333333333,2.4166666666666665,0.0,1.0,0.0
171,1237,5.914839207136538,7,25.72682121549166,0.14285714285714285,2.5714285714285716,0.0,1.0,0.0
172,1253,14.617930350708775,16,24.954861111062392,0.0625,2.125,0.0,1.0,0.0
173,1278,23.643336832523346,25,27.351593823700586,0.04,2.08,0.0,1.0,0.0
174,1282,2.932906327652745,4,23.719431816304372,0.25,2.5,0.0,1.0,0.0
175,1284,0.9805928966961801,2,24.166666666666664,0.5,2.5,0.0,1.0,0.0
176,1289,3.8960654725669883,5,22.68720620672865,0.2,1.2,0.0,1.0,0.0
177,1292,1.9737672179471701,3,25.101939010629724,0.3333333333333333,2.6666666666666665,0.0,1.0,0.0
178,1294,0.9756877998588607,2,20.762865294924552,0.5,1.0,0.0,1.0,0.0
179,1303,7.876077470136806,9,25.78562621702543,0.1111111111111111,2.2222222222222223,0.0,1.0,0.0
180,1309,4.955073413206264,6,25.762794462089513,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
181,1323,12.742256638361141,14,25.483168246649672,0.07142857142857142,2.142857142857143,0.0,1.0,0.0
182,1325,0.9724888205528259,2,19.218015516821623,0.5,4.0,0.0,1.0,0.0
183,1328,1.955586850643158,3,23.384415579192858,0.3333333333333333,1.0,0.0,1.0,0.0
184,1339,9.884182390524074,11,26.301838409428445,0.09090909090909091,2.5454545454545454,0.0,1.0,0.0
185,1358,17.71380978624802,19,26.523748154111544,0.05263157894736842,1.736842105263158,0.0,1.0,0.0
186,1365,5.835285006964114,7,23.348004433377607,0.14285714285714285,0.7142857142857143,0.0,1.0,0.0
187,1369,2.9184605469345115,4,21.885073907850092,0.25,1.75,0.0,1.0,0.0
188,1373,2.9308382858871482,4,24.117740348117756,0.25,2.5,0.0,1.0,0.0
189,1379,4.877244172501378,6,23.623192629178806,0.16666666666666666,3.1666666666666665,0.0,1.0,0.0
190,1388,7.797185060335323,9,23.43599898457011,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
191,1396,6.839122590376064,8,23.836443038206404,0.125,2.625,0.0,1.0,0.0
192,1402,4.961725831031799,6,26.232670940765132,0.16666666666666666,2.0,0.0,1.0,0.0
193,1406,2.920379936695099,4,22.881432647462276,0.25,0.5,0.0,1.0,0.0
194,1412,4.866345881426241,6,22.784045987106722,0.16666666666666666,1.3333333333333333,0.0,1.0,0.0
195,1415,1.9581460336921737,3,22.24638525835761,0.3333333333333333,2.0,0.0,1.0,0.0
196,1419,2.979863582062535,4,25.47670011847129,0.25,3.0,0.0,1.0,0.0
197,1429,8.809594449354336,10,25.42712917200553,0.1,2.8,0.0,1.0,0.0
198,1433,2.9587291469215415,4,23.714588367047593,0.25,1.25,0.0,1.0,0.0
199,1443,8.819039043737575,10,24.950884819307852,0.1,2.2,0.0,1.0,0.0
200,1458,13.717673658335116,15,25.695912593858903,0.06666666666666667,1.5333333333333334,0.0,1.0,0.0
201,1473,13.787166931666434,15,27.05756760451161,0.06666666666666667,1.8,0.0,1.0,0.0
202,1480,5.84232270414941,7,23.632002173884644,0.14285714285714285,1.7142857142857142,0.0,1.0,0.0
203,1484,2.9193997979164124,4,22.881432647462276,0.25,0.25,0.0,1.0,0.0
204,1495,9.729898271965794,11,24.129455928835682,0.09090909090909091,1.2727272727272727,0.0,1.0,0.0
205,1509,12.707613684237003,14,25.357142856383998,0.07142857142857142,2.2142857142857144,0.0,1.0,0.0
206,1515,4.954495547222905,6,25.918043146594982,0.16666666666666666,1.6666666666666667,0.0,1.0,0.0
207,1527,10.794900476932526,12,25.831312344306728,0.08333333333333333,1.75,0.0,1.0,0.0
208,1532,3.889969229698181,5,22.508059126280074,0.2,0.8,0.0,1.0,0.0
209,1541,7.814191042387392,9,24.39198063269266,0.1111111111111111,1.7777777777777777,0.0,1.0,0.0
210,1552,9.751721732318401,11,25.07575328877251,0.09090909090909091,1.8181818181818181,0.0,1.0,0.0
211,1565,11.729876158642583,13,24.879694937360163,0.07692307692307693,2.3846153846153846,0.0,1.0,0.0
212,1571,4.878087401390076,6,23.48993366325252,0.16666666666666666,2.8333333333333335,0.0,1.0,0.0
213,1579,6.8436905721900985,8,24.279896699445946,0.125,1.75,0.0,1.0,0.0
214,1582,1.9680090546607971,3,23.438887316356674,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
215,1587,3.9181194285629317,5,23.901657315357024,0.2,2.4,0.0,1.0,0.0
216,1590,1.9459695219993591,3,23.925925925925924,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
217,1603,11.933523296320345,13,28.709067531102942,0.07692307692307693,2.230769230769231,0.0,1.0,0.0
218,1612,7.791227877140045,9,24.200026350568308,0.1111111111111111,1.2222222222222223,0.0,1.0,0.0
219,1619,5.9737589955329895,7,28.345240449333204,0.14285714285714285,1.5714285714285714,0.0,1.0,0.0
220,1627,6.813003478455357,8,23.554503879205406,0.125,2.125,0.0,1.0,0.0
221,1631,2.9213753322837874,4,21.298931200930564,0.25,1.25,0.0,1.0,0.0
222,1635,2.918458341562655,4,22.881432647462276,0.25,2.5,0.0,1.0,0.0
223,1638,1.9450942277908325,3,22.121758156996066,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0
224,1642,2.92970734834671,4,23.48411700285545,0.25,1.0,0.0,1.0,0.0
225,1644,0.9741227010963485,2,23.38888888888889,0.5,2.0,0.0,1.0,0.0
226,1658,12.666937642730772,14,25.059523809032925,0.07142857142857142,1.7142857142857142,0.0,1.0,0.0
227,1665,5.923282323288731,7,25.930964184340294,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
228,1672,5.986261542886496,7,29.77954775463093,0.14285714285714285,2.4285714285714284,0.0,1.0,0.0
229,1678,4.930503187584691,6,25.130544904666085,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
230,1687,7.820263979840092,9,24.64040256702105,0.1111111111111111,2.0,0.0,1.0,0.0
231,1690,1.947888909780886,3,21.145343677881083,0.3333333333333333,2.0,0.0,1.0,0.0
232,1696,4.911001563072205,6,25.398672194605837,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
233,1717,19.527219532930758,21,25.23644586850007,0.047619047619047616,2.3333333333333335,0.0,1.0,0.0
234,1728,9.895677477121353,11,28.190478575445173,0.09090909090909091,2.272727272727273,0.0,1.0,0.0
235,1738,8.81431257526856,10,25.39606252368126,0.1,2.5,0.0,1.0,0.0
236,1750,10.765000877785496,12,25.445722062053672,0.08333333333333333,2.0833333333333335,0.0,1.0,0.0
237,1760,8.902608273434453,10,27.71652440165523,0.1,2.4,0.0,1.0,0.0
238,1763,1.9500960091827437,3,20.30799695371033,0.3333333333333333,1.0,0.0,1.0,0.0
239,1768,3.924168762518093,5,24.794195600388548,0.2,2.6,0.0,1.0,0.0
240,1780,10.758719444274902,12,25.520256407835884,0.08333333333333333,1.0,0.0,1.0,0.0
241,1791,9.839393120259047,11,26.77098624798447,0.09090909090909091,1.4545454545454546,0.0,1.0,0.0
242,1813,20.449003398418427,22,24.76716942114625,0.045454545454545456,1.5909090909090908,0.0,1.0,0.0
243,1833,18.53271859785309,20,25.198544041082577,0.05,2.15,0.0,1.0,0.0
244,1837,2.9199012508033775,4,21.298931200930564,0.25,1.5,0.0,1.0,0.0
245,1842,3.897345123696141,5,22.68720620672865,0.2,1.2,0.0,1.0,0.0
246,1852,8.92616057296982,10,27.37443436106401,0.1,2.1,0.0,1.0,0.0
247,1856,2.9185286164283752,4,22.348936884011582,0.25,1.5,0.0,1.0,0.0
248,1869,11.783608972036745,13,25.710714238270704,0.07692307692307693,2.0,0.0,1.0,0.0
249,1875,4.953058168292046,6,27.52365864574473,0.16666666666666666,2.1666666666666665,0.0,1.0,0.0
250,1887,10.78437465429306,12,25.718801312288075,0.08333333333333333,1.6666666666666667,0.0,1.0,0.0
251,1901,12.707979497266933,14,24.94714807308037,0.07142857142857142,2.0,0.0,1.0,0.0
252,1904,1.9610577195417136,3,20.798613800469706,0.3333333333333333,2.0,0.0,1.0,0.0
253,1908,2.919385850429535,4,23.17653497942387,0.25,0.75,0.0,1.0,0.0
254,1912,2.9181692600250244,4,21.676068980660084,0.25,2.0,0.0,1.0,0.0
255,1916,2.9408503760932945,4,23.56501303932939,0.25,1.5,0.0,1.0,0.0
256,1925,7.796257492853329,9,23.43599898457011,0.1111111111111111,1.8888888888888888,0.0,1.0,0.0
257,1935,8.75473165512085,10,24.15257305898491,0.1,1.5,0.0,1.0,0.0
258,1944,7.791846989595797,9,23.522697324737816,0.1111111111111111,1.4444444444444444,0.0,1.0,0.0
259,1947,1.9466115236282349,3,20.84676521046679,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0
260,1953,4.876604378223419,6,23.800039525852466,0.16666666666666666,2.0,0.0,1.0,0.0
261,1960,5.8580502847908065,7,23.678311991976745,0.14285714285714285,2.142857142857143,0.0,1.0,0.0
262,1971,9.779002962517552,11,24.718101450580253,0.09090909090909091,2.727272727272727,0.0,1.0,0.0
263,1980,7.866744369268417,9,26.34137115112879,0.1111111111111111,2.0,0.0,1.0,0.0
264,1984,2.9798635830520652,4,24.727094331331045,0.25,2.25,0.0,1.0,0.0
265,1988,2.9707705358741805,4,25.0839733867671,0.25,2.75,0.0,1.0,0.0
266,1996,6.851952908444218,8,24.84014394601731,0.125,2.0,0.0,1.0,0.0
267,2008,10.75227826635819,12,24.648179065714828,0.08333333333333333,1.6666666666666667,0.0,1.0,0.0
268,2020,10.971383756026626,12,29.573207169103977,0.08333333333333333,2.25,0.0,1.0,0.0
269,2025,3.952352403604891,5,24.913924788701628,0.2,1.8,0.0,1.0,0.0
270,2031,4.881051656557247,6,23.48944021104654,0.16666666666666666,2.3333333333333335,0.0,1.0,0.0
271,2035,2.927787959575653,4,23.51829753105878,0.25,1.75,0.0,1.0,0.0
272,2046,9.789712575264275,11,25.84756708806771,0.09090909090909091,2.5454545454545454,0.0,1.0,0.0
273,2048,0.9763275950681418,2,20.762865294924552,0.5,2.0,0.0,1.0,0.0
274,2052,2.9798635830520652,4,24.892405985877033,0.25,1.75,0.0,1.0,0.0
275,2058,4.928274234756827,6,26.351929681265116,0.16666666666666666,2.5,0.0,1.0,0.0
276,2064,4.8723953346489,6,22.857335221850686,0.16666666666666666,2.0,0.0,1.0,0.0
277,2072,6.833717999863438,8,24.233166898130474,0.125,2.125,0.0,1.0,0.0
278,2075,1.9507358043920249,3,22.535262401064177,0.3333333333333333,2.0,0.0,1.0,0.0
279,2078,1.9481930702459067,3,21.145343677881083,0.3333333333333333,2.0,0.0,1.0,0.0
280,2087,7.82628321647644,9,25.37826947197875,0.1111111111111111,1.6666666666666667,0.0,1.0,0.0
281,2092,3.932112156355288,5,25.854050254682043,0.2,1.8,0.0,1.0,0.0
282,2095,1.9485309114097618,3,20.30799695371033,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0
283,2103,6.877765005454421,8,26.055823621930298,0.125,2.75,0.0,1.0,0.0
284,2121,16.72408491000533,18,26.754026584835774,0.05555555555555555,2.2222222222222223,0.0,1.0,0.0
285,2124,1.9459717263816856,3,22.121758156996066,0.3333333333333333,3.0,0.0,1.0,0.0
286,2136,10.957252389751375,12,29.009357245572186,0.08333333333333333,2.0,0.0,1.0,0.0
287,2140,2.9239809482824057,4,21.885073907850092,0.25,1.5,0.0,1.0,0.0
288,2165,23.532819268060848,25,25.775833951514304,0.04,2.68,0.0,1.0,0.0
289,2168,1.9507358043920249,3,21.808005072397503,0.3333333333333333,3.0,0.0,1.0,0.0
290,2172,2.9210197319625877,4,21.78600283277603,0.25,2.75,0.0,1.0,0.0
