episode,global_step,episode_reward,episode_length,epsilon,avg_loss
105,1345,20.9807491137266,27,0.9148166666666666,nan
106,1358,10.991137492140894,13,0.9139933333333333,nan
107,1360,0.9660165442504834,2,0.9138666666666666,nan
108,1388,24.283769348621416,28,0.9120933333333333,nan
109,1396,6.553786308434144,8,0.9115866666666667,nan
110,1424,21.616129570062938,28,0.9098133333333334,nan
111,1428,2.7848026974945514,4,0.90956,nan
112,1431,1.9602091714909529,3,0.90937,nan
113,1437,4.210345606020934,6,0.90899,nan
114,1450,9.601274193558838,13,0.9081666666666667,nan
115,1460,8.953729022290297,10,0.9075333333333333,nan
116,1490,21.404660390334524,30,0.9056333333333333,nan
117,1508,12.635417684076502,18,0.9044933333333334,nan
118,1538,22.319641147605033,30,0.9025933333333334,nan
119,1546,5.213950493162077,8,0.9020866666666667,nan
120,1576,21.107281032146226,30,0.9001866666666667,nan
121,1586,7.094428772562774,10,0.8995533333333333,nan
122,1606,13.589217236047745,20,0.8982866666666667,nan
123,1629,19.330689174098914,23,0.89683,nan
124,1644,12.595234928965967,15,0.89588,nan
125,1669,17.469595281964107,25,0.8942966666666666,nan
126,1676,4.8397911246526855,7,0.8938533333333334,nan
127,1696,15.241718819369137,20,0.8925866666666666,nan
128,1726,22.151556239119593,30,0.8906866666666666,nan
129,1732,4.392524686245909,6,0.8903066666666667,nan
130,1762,26.4026778278627,30,0.8884066666666667,nan
131,1780,13.534830632261832,18,0.8872666666666666,nan
132,1784,2.403409090909091,4,0.8870133333333333,nan
133,1789,3.2004797674121805,5,0.8866966666666667,nan
134,1791,1.1962425239963657,2,0.88657,nan
135,1795,2.5660591737676812,4,0.8863166666666666,nan
136,1818,16.42749904290959,23,0.88486,nan
137,1830,8.327219898615922,12,0.8841,nan
138,1833,1.5982070401394535,3,0.88391,nan
139,1846,9.892198206750354,13,0.8830866666666667,nan
140,1876,22.16370315245052,30,0.8811866666666667,nan
141,1880,2.9592167598122607,4,0.8809333333333333,nan
142,1887,5.362625850721352,7,0.88049,nan
143,1892,3.0829916301590727,5,0.8801733333333334,nan
144,1895,1.6000542239715385,3,0.8799833333333333,nan
145,1905,6.3352091083445945,10,0.87935,nan
146,1912,4.80236588284452,7,0.8789066666666667,nan
147,1921,7.358743112704812,9,0.8783366666666667,nan
148,1941,16.24399500298338,20,0.87707,nan
149,1948,5.95716295071267,7,0.8766266666666667,nan
150,1961,11.358335466800469,13,0.8758033333333334,nan
151,1972,7.72787739620142,11,0.8751066666666667,nan
152,1988,10.794687687651816,16,0.8740933333333334,nan
153,1993,3.879671305266806,5,0.8737766666666666,nan
154,1998,3.9590471683324666,5,0.87346,nan
155,2009,8.119445919266647,11,0.8727633333333333,nan
156,2013,2.3989825583753617,4,0.87251,nan
157,2023,7.762941911159641,10,0.8718766666666666,nan
158,2053,24.155483631363893,30,0.8699766666666666,nan
159,2063,6.885392991078719,10,0.8693433333333334,nan
160,2093,21.533284375893263,30,0.8674433333333333,nan
161,2123,21.006117823129998,30,0.8655433333333333,nan
162,2133,7.16538843990333,10,0.8649100000000001,nan
163,2163,21.9244846151476,30,0.86301,nan
164,2186,17.65395260961756,23,0.8615533333333334,nan
165,2193,5.557240513440553,7,0.86111,nan
166,2218,17.70578684164814,25,0.8595266666666667,nan
167,2240,17.769735103573108,22,0.8581333333333333,nan
168,2270,22.20701414183771,30,0.8562333333333334,nan
169,2281,7.142152820949801,11,0.8555366666666667,nan
170,2289,6.204341929332915,8,0.85503,nan
171,2305,11.457518722250548,16,0.8540166666666666,nan
172,2310,3.8534120248722843,5,0.8537,nan
173,2340,20.710643757873502,30,0.8518,nan
174,2363,18.51033409375025,23,0.8503433333333333,nan
175,2384,14.513168376960085,21,0.8490133333333334,nan
176,2407,16.49779056635295,23,0.8475566666666667,nan
177,2419,8.486058741890876,12,0.8467966666666666,nan
178,2444,18.260338158812683,25,0.8452133333333334,nan
179,2472,22.85602418506206,28,0.84344,nan
180,2499,22.405269705701624,27,0.84173,nan
181,2511,9.599758203132717,12,0.84097,nan
182,2518,5.9571636464636555,7,0.8405266666666666,nan
183,2522,2.566053658965085,4,0.8402733333333333,nan
184,2542,14.189643030597704,20,0.8390066666666667,nan
185,2570,20.59394019769841,28,0.8372333333333333,nan
186,2595,17.859970344889323,25,0.83565,nan
187,2625,24.191307048683544,30,0.83375,nan
188,2655,20.85320127931852,30,0.83185,nan
189,2671,10.8251410816926,16,0.8308366666666667,nan
190,2687,12.019566481941524,16,0.8298233333333334,nan
191,2713,18.548865621376347,26,0.8281766666666667,nan
192,2722,5.979716216913033,9,0.8276066666666667,nan
193,2752,21.596381608617556,30,0.8257066666666667,nan
194,2771,14.412767764618227,19,0.8245033333333334,nan
195,2780,7.358347876439068,9,0.8239333333333334,nan
196,2789,6.519701825520848,9,0.8233633333333333,nan
197,2792,1.4807360421533566,3,0.8231733333333333,nan
198,2795,2.273453234493995,3,0.8229833333333334,nan
199,2820,19.73079986011165,25,0.8214,nan
200,2826,4.8754259427018845,6,0.82102,nan
201,2830,2.7591154181621453,4,0.8207666666666666,nan
202,2860,25.00879588580597,30,0.8188666666666666,nan
203,2872,7.5853347267904185,12,0.8181066666666666,nan
204,2884,9.560712495886207,12,0.8173466666666667,nan
205,2897,8.780969148379391,13,0.8165233333333334,nan
206,2918,18.379743534644422,21,0.8151933333333333,nan
207,2948,21.246770983755763,30,0.8132933333333333,nan
208,2957,6.009781095899694,9,0.8127233333333334,nan
209,2963,4.723384034699721,6,0.8123433333333333,nan
210,2984,17.405567787099844,21,0.8110133333333334,nan
211,2991,4.3254797674121805,7,0.81057,nan
212,2996,3.0477994270222224,5,0.8102533333333333,nan
213,3010,11.048770385754946,14,0.8093666666666667,nan
214,3040,20.895616222767483,30,0.8074666666666667,nan
215,3050,8.559049502918349,10,0.8068333333333333,nan
216,3078,19.335295796438633,28,0.80506,nan
217,3108,21.927588283977283,30,0.80316,nan
218,3122,11.902799943574356,14,0.8022733333333334,nan
219,3133,7.014815608618657,11,0.8015766666666666,nan
220,3145,7.6170996785169915,12,0.8008166666666667,nan
221,3151,3.9993916955734847,6,0.8004366666666667,nan
222,3158,5.160287011899148,7,0.7999933333333333,nan
223,3177,15.241561317650248,19,0.79879,nan
224,3189,10.444680639903638,12,0.79803,nan
225,3219,24.169901020895317,30,0.79613,nan
226,3240,14.898897129049967,21,0.7948,nan
227,3247,5.95717232116616,7,0.7943566666666667,nan
228,3259,9.129494003444298,12,0.7935966666666667,nan
229,3276,13.210470798875091,17,0.79252,nan
230,3282,3.869795077608661,6,0.7921400000000001,nan
231,3300,13.179586316111907,18,0.791,nan
232,3314,9.147803570288579,14,0.7901133333333333,nan
233,3319,3.5584061276900356,5,0.7897966666666667,nan
234,3323,2.403409090909091,4,0.7895433333333334,nan
235,3326,1.6000371704030871,3,0.7893533333333334,nan
236,3355,20.08080682257199,29,0.7875166666666666,nan
237,3370,12.857239504104236,15,0.7865666666666666,nan
238,3400,22.311039935555304,30,0.7846666666666666,nan
239,3430,23.54628337008794,30,0.7827666666666667,nan
240,3438,6.756194052859965,8,0.78226,nan
241,3445,5.457795902849318,7,0.7818166666666667,nan
242,3458,9.442304598230566,13,0.7809933333333333,nan
243,3475,14.709583364847242,17,0.7799166666666667,nan
244,3485,8.549552258611829,10,0.7792833333333333,nan
245,3498,8.498989492153381,13,0.77846,nan
246,3528,21.833812330686552,30,0.77656,nan
247,3536,5.605718902501691,8,0.7760533333333334,nan
248,3558,14.514820922860746,22,0.77466,nan
249,3563,3.9590471683324666,5,0.7743433333333334,nan
250,3566,2.195954361896117,3,0.7741533333333334,nan
251,3596,21.895466716300128,30,0.7722533333333333,nan
252,3610,10.765416842614702,14,0.7713666666666666,nan
253,3623,10.399259993021987,13,0.7705433333333334,nan
254,3640,12.725605976413172,17,0.7694666666666667,nan
255,3646,5.119710621997534,6,0.7690866666666667,nan
256,3676,20.744533788288717,30,0.7671866666666667,nan
257,3706,21.237305633456174,30,0.7652866666666667,nan
258,3708,0.9204545454545453,2,0.7651600000000001,nan
259,3713,3.081146831892784,5,0.7648433333333333,nan
260,3743,21.561672882213482,30,0.7629433333333333,nan
261,3756,11.758298252886155,13,0.76212,nan
262,3768,10.68063295059058,12,0.76136,nan
263,3790,17.80983574395606,22,0.7599666666666667,nan
264,3811,17.133939496977945,21,0.7586366666666666,nan
265,3820,7.792282474889904,9,0.7580666666666667,nan
266,3845,18.738716637672923,25,0.7564833333333333,nan
267,3853,7.121555826194297,8,0.7559766666666666,nan
268,3859,4.6493500230704745,6,0.7555966666666667,nan
269,3886,19.701922712434808,27,0.7538866666666667,nan
270,3906,17.75454102345362,20,0.75262,nan
271,3917,8.843527533294633,11,0.7519233333333334,nan
272,3929,8.413546558682135,12,0.7511633333333333,nan
273,3931,1.0508547873237735,2,0.7510366666666667,nan
274,3946,11.848651676580031,15,0.7500866666666667,nan
275,3965,16.96060818888482,19,0.7488833333333333,nan
276,3971,4.598860371876769,6,0.7485033333333333,nan
277,3976,3.214066815221507,5,0.7481866666666667,nan
278,3983,5.56061122592236,7,0.7477433333333333,nan
279,3994,8.046725981633665,11,0.7470466666666666,nan
280,4011,12.690313658469409,17,0.74597,nan
281,4017,4.719006306372904,6,0.74559,nan
282,4021,2.403409090909091,4,0.7453366666666666,nan
283,4030,7.851154594985407,9,0.7447666666666667,nan
284,4043,8.975041919703802,13,0.7439433333333334,nan
285,4062,15.218695395620694,19,0.74274,nan
286,4092,20.97736208122214,30,0.7408399999999999,nan
287,4096,2.281855352221269,4,0.7405866666666667,nan
288,4124,21.15597127308032,28,0.7388133333333333,nan
289,4137,10.164144039736511,13,0.73799,nan
290,4148,8.598425649360694,11,0.7372933333333334,nan
291,4166,16.358721057765457,18,0.7361533333333333,nan
292,4182,11.143922285807273,16,0.73514,nan
293,4189,5.952151181108103,7,0.7346966666666667,nan
294,4192,1.7671529078868469,3,0.7345066666666666,nan
295,4196,2.3993286500746023,4,0.7342533333333334,nan
296,4203,5.057960457587471,7,0.7338100000000001,nan
297,4207,2.9948725493958523,4,0.7335566666666666,nan
298,4223,11.033159621266165,16,0.7325433333333333,nan
299,4226,1.7671529078868469,3,0.7323533333333334,nan
300,4248,16.41341368414258,22,0.73096,nan
301,4254,4.957168006567855,6,0.73058,nan
302,4284,23.111098823186182,30,0.72868,nan
303,4295,7.777540811399744,11,0.7279833333333334,nan
304,4299,2.3993286500746023,4,0.72773,nan
305,4303,2.4011735340394504,4,0.7274766666666667,nan
306,4317,12.557584689377235,14,0.7265900000000001,nan
307,4345,21.05721788145569,28,0.7248166666666667,nan
308,4375,21.848151535346872,30,0.7229166666666667,nan
309,4382,6.271397748984048,7,0.7224733333333333,nan
310,4412,21.845034681647007,30,0.7205733333333333,nan
311,4442,21.329871258035382,30,0.7186733333333333,nan
312,4472,23.239340332367693,30,0.7167733333333334,nan
313,4487,9.869425404186899,15,0.7158233333333334,nan
314,4493,4.128132709569413,6,0.7154433333333334,nan
315,4498,3.981010879219521,5,0.7151266666666667,nan
316,4510,9.481512363405399,12,0.7143666666666666,nan
317,4540,23.3138934896151,30,0.7124666666666667,nan
318,4553,9.017045454545453,13,0.7116433333333334,nan
319,4558,3.081146831892784,5,0.7113266666666667,nan
320,4562,2.9592167598122607,4,0.7110733333333334,nan
321,4571,7.758303003245133,9,0.7105033333333333,nan
322,4601,22.13319262339934,30,0.7086033333333333,nan
323,4615,11.59769453872472,14,0.7077166666666668,nan
324,4619,2.851770255016494,4,0.7074633333333333,nan
325,4638,12.82631643847727,19,0.7062600000000001,nan
326,4646,6.555380654463331,8,0.7057533333333333,nan
327,4654,6.559441326299289,8,0.7052466666666666,nan
328,4666,10.159477525238406,12,0.7044866666666667,nan
329,4678,10.76014857833767,12,0.7037266666666666,nan
330,4680,1.1211282096181674,2,0.7036,nan
331,4688,5.059010453947979,8,0.7030933333333333,nan
332,4691,1.602272727272727,3,0.7029033333333334,nan
333,4701,7.087108644905759,10,0.70227,nan
334,4705,2.9592167598122607,4,0.7020166666666667,nan
335,4711,4.3613826497774895,6,0.7016366666666667,nan
336,4722,8.597074783756284,11,0.70094,nan
337,4732,8.005675849962794,10,0.7003066666666666,nan
338,4751,16.59773341233638,19,0.6991033333333334,nan
339,4756,4.076515781480622,5,0.6987866666666667,nan
340,4766,6.136363636363636,10,0.6981533333333334,nan
341,4774,6.159680838665027,8,0.6976466666666667,nan
342,4789,11.401965984005962,15,0.6966966666666667,nan
343,4792,1.9602091714909529,3,0.6965066666666666,nan
344,4797,4.277200005325695,5,0.6961900000000001,nan
345,4827,24.85853687802804,30,0.6942900000000001,nan
346,4857,22.030020843647154,30,0.6923900000000001,nan
347,4859,0.9850976595546611,2,0.6922633333333333,nan
348,4874,11.767250999915342,15,0.6913133333333333,nan
349,4894,14.589857833497831,20,0.6900466666666667,nan
350,4907,10.168263086881836,13,0.6892233333333333,nan
351,4911,2.5682892715232106,4,0.68897,nan
352,4941,23.032884421547386,30,0.6870700000000001,nan
353,4948,4.797921607280436,7,0.6866266666666667,nan
354,4966,14.128187116593502,18,0.6854866666666667,nan
355,4980,10.453046335240842,14,0.6846,nan
356,4983,1.9583725634928275,3,0.68441,nan
357,4993,6.938599865020083,10,0.6837766666666667,nan
358,5006,10.137446870200733,13,0.6829533333333333,0.31269388113703045
359,5020,10.259405038612579,14,0.6820666666666666,0.09457137701766831
360,5035,12.655162808106946,15,0.6811166666666667,0.031902197872598966
361,5053,15.23508554741122,18,0.6799766666666667,0.03367111381764213
362,5072,17.756449298731102,19,0.6787733333333333,0.029555597979771465
363,5081,7.757457880191299,9,0.6782033333333333,0.028028152055210538
364,5085,2.2818724057897204,4,0.67795,0.035741076804697514
365,5094,7.589321831565994,9,0.67738,0.028822263495789632
366,5113,16.99512141562745,19,0.6761766666666666,0.0321578124636098
367,5122,7.4445474734740635,9,0.6756066666666667,0.02269378097520934
368,5140,16.55943474585506,18,0.6744666666666667,0.02466948702931404
369,5147,5.76015455078024,7,0.6740233333333334,0.02973311846809728
370,5151,2.7864803707279706,4,0.67377,0.029568941798061132
371,5154,1.9583725634928275,3,0.6735800000000001,0.03102952428162098
372,5159,3.9550942616836293,5,0.6732633333333333,0.02953437864780426
373,5163,2.9592167598122607,4,0.67301,0.03317794715985656
374,5172,7.795842035228049,9,0.67244,0.023425722184280556
375,5197,21.413209678463872,25,0.6708566666666667,0.026194694079458715
376,5206,7.9590122436400925,9,0.6702866666666667,0.028055400484138064
377,5213,5.155426884765945,7,0.6698433333333333,0.025487185988043035
378,5239,20.977802538935563,26,0.6681966666666667,0.028461440896185543
379,5249,8.557321949247203,10,0.6675633333333333,0.027012268267571925
380,5260,9.957161890554847,11,0.6668666666666667,0.02527502839538184
381,5265,3.4794141547378694,5,0.66655,0.03247146382927894
382,5268,1.7341618638160226,3,0.6663600000000001,0.019965131456653278
383,5274,4.957177290232426,6,0.66598,0.0295327960823973
384,5282,5.606612221065477,8,0.6654733333333334,0.027822213945910335
385,5290,6.157087813435148,8,0.6649666666666667,0.03160805953666568
386,5295,4.195340020478854,5,0.66465,0.027192477136850357
387,5305,9.041910002686468,10,0.6640166666666667,0.02961271721869707
388,5308,1.9583725634928275,3,0.6638266666666667,0.027930432930588722
389,5334,20.032707218567047,26,0.66218,0.02681776934948105
390,5343,6.861211811249848,9,0.66161,0.024388314949141607
391,5354,7.539867878229373,11,0.6609133333333334,0.03147155977785587
392,5361,5.75831365386879,7,0.66047,0.033434558659791946
393,5385,20.846156143278467,24,0.65895,0.02765155433250281
394,5389,2.9573710298187494,4,0.6586966666666667,0.02414711657911539
395,5397,6.157484250519755,8,0.65819,0.020443548448383808
396,5412,13.155010926902875,15,0.65724,0.03439397489031156
397,5416,2.766160496208155,4,0.6569866666666667,0.02353854151442647
398,5419,1.9602091714909529,3,0.6567966666666667,0.013275391111771265
399,5426,6.19764870958798,7,0.6563533333333333,0.02290553892297404
400,5438,9.01451302002273,12,0.6555933333333334,0.026303776151811082
401,5442,2.766160496208155,4,0.65534,0.031644714530557394
402,5454,10.557207951181976,12,0.65458,0.023489065701141953
403,5466,10.561285086602135,12,0.6538200000000001,0.025899789296090603
404,5489,20.59081876413265,23,0.6523633333333334,0.02428799578110161
405,5497,5.28298961927269,8,0.6518566666666668,0.028687551617622375
406,5511,12.157287206377186,14,0.65097,0.027397389390638897
407,5530,16.95718070529372,19,0.6497666666666667,0.028001192025840282
408,5544,12.195341896380347,14,0.64888,0.030956678624664034
409,5553,7.756445491148511,9,0.64831,0.025175770330760214
410,5557,2.726871009174164,4,0.6480566666666667,0.027600784553214908
411,5567,8.55785279150092,10,0.6474233333333334,0.031054823100566863
412,5572,3.5602517817985087,5,0.6471066666666667,0.026717542484402657
413,5581,7.7576999367779,9,0.6465366666666668,0.03708353845609559
414,5589,7.054113230944099,8,0.6460300000000001,0.031288831029087305
415,5605,14.179638849571965,16,0.6450166666666667,0.03132017201278359
416,5610,3.364987613054878,5,0.6447,0.03618336841464043
417,5619,6.759309854421224,9,0.6441300000000001,0.02508504709435834
418,5630,9.004324384577389,11,0.6434333333333333,0.03012004393068227
419,5642,10.754489592037906,12,0.6426733333333334,0.02555063522110383
420,5648,4.849613945800822,6,0.6422933333333334,0.029987503153582413
421,5661,11.353894800039892,13,0.64147,0.029103616825663127
422,5669,5.852403362927026,8,0.6409633333333333,0.024908958235755563
423,5672,2.19780350286469,3,0.6407733333333334,0.030424271399776142
424,5686,12.7583021409698,14,0.6398866666666667,0.03082842579377549
425,5697,9.07519626062589,11,0.6391899999999999,0.030122071504592896
426,5702,2.904578159101319,5,0.6388733333333334,0.032577545195817945
427,5718,13.929213822142852,16,0.6378600000000001,0.028541819076053798
428,5723,3.761175943647523,5,0.6375433333333334,0.029180434718728065
429,5743,15.511283394399868,20,0.6362766666666666,0.028000361286103725
430,5755,10.651008586500962,12,0.6355166666666667,0.0314158497688671
431,5781,22.80240844938739,26,0.6338699999999999,0.029953032911110383
432,5800,15.167539360011082,19,0.6326666666666667,0.022483649761661104
433,5806,4.595443961645915,6,0.6322866666666667,0.030319974447290104
434,5815,6.718440621099123,9,0.6317166666666667,0.028054584852523275
435,5819,2.415980045634204,4,0.6314633333333333,0.019843780668452382
436,5832,11.400395365803519,13,0.6306400000000001,0.024905661694132365
437,5842,8.56128511554092,10,0.6300066666666666,0.03357485551387072
438,5849,5.55538711120867,7,0.6295633333333333,0.02457904616104705
439,5859,8.56128511554092,10,0.62893,0.025066149700433017
440,5878,16.153905474849257,19,0.6277266666666668,0.02780502539520201
441,5881,1.9583725634928275,3,0.6275366666666666,0.014851846111317476
442,5884,1.9229140799234825,3,0.6273466666666667,0.03661140613257885
443,5895,10.054113223966796,11,0.6266499999999999,0.026290610432624817
444,5904,7.567093190003879,9,0.62608,0.02727115009393957
445,5908,3.0505961767749987,4,0.6258266666666668,0.032294750679284334
446,5915,5.756090615959968,7,0.6253833333333334,0.026602825948170254
447,5926,7.979624474217765,11,0.6246866666666666,0.027818451550873844
448,5940,9.296681872614613,14,0.6238,0.026805334791008915
449,5947,4.37705099314955,7,0.6233566666666667,0.02221970060574157
450,5953,4.879666352722651,6,0.6229766666666667,0.03187723799298207
451,5955,1.1985551664893401,2,0.62285,0.01788211613893509
452,5967,9.81535967440792,12,0.62209,0.030635894586642582
453,5981,11.100190512478338,14,0.6212033333333333,0.02315936640038022
454,5986,3.054832503532826,5,0.6208866666666667,0.023767396435141565
455,5996,7.454362608011534,10,0.6202533333333333,0.027284234762191772
456,6008,10.205423318432002,12,0.6194933333333333,0.16688029910437763
457,6016,5.563137075273793,8,0.6189866666666667,0.11740452097728848
458,6042,21.520400413449874,26,0.61734,0.09084076849887004
459,6071,23.54392145911651,29,0.6155033333333333,0.1016675097675159
460,6080,7.9590122436400925,9,0.6149333333333333,0.10527400258514616
461,6096,13.964947824013338,16,0.61392,0.08487650007009506
462,6104,6.792286458994649,8,0.6134133333333334,0.09467218210920691
463,6107,1.9602091714909529,3,0.6132233333333333,0.11500384410222371
464,6123,13.327665593215688,16,0.61221,0.09098420292139053
465,6126,2.19780350286469,3,0.61202,0.07665794653197129
466,6130,2.401173448340891,4,0.6117666666666667,0.07919377228245139
467,6134,2.401190587607902,4,0.6115133333333334,0.08820304088294506
468,6140,4.959018187143877,6,0.6111333333333333,0.07989503319064777
469,6143,1.6000542239715385,3,0.6109433333333334,0.08261170983314514
470,6160,14.961028453518685,17,0.6098666666666667,0.09119002959307503
471,6168,5.447602600147094,8,0.60936,0.07847682060673833
472,6171,1.9602091714909529,3,0.60917,0.09160415455698967
473,6181,7.536798839197484,10,0.6085366666666667,0.09570564813911915
474,6185,2.9592167598122607,4,0.6082833333333333,0.08393435273319483
475,6215,29.151820277973826,30,0.6063833333333333,0.09069097091754277
476,6245,23.227483345318827,30,0.6044833333333334,0.08536586165428162
477,6262,13.445309491202014,17,0.6034066666666666,0.08492089840857421
478,6279,15.654535890763967,17,0.60233,0.07988063947242849
479,6288,7.998785054504748,9,0.6017600000000001,0.06428105653160149
480,6313,23.156405104841173,25,0.6001766666666667,0.08677245497703552
481,6319,5.0477259185398085,6,0.5997966666666668,0.07069658239682515
482,6325,3.8520522040377383,6,0.5994166666666667,0.10991782074173291
483,6338,11.20131375462281,13,0.5985933333333333,0.08577445278374049
484,6347,6.604040605433438,9,0.5980233333333334,0.08155665049950282
485,6353,4.595443961645915,6,0.5976433333333333,0.06614396969477336
486,6356,1.9602091714909529,3,0.5974533333333334,0.068936537951231
487,6368,9.848303072502002,12,0.5966933333333333,0.0838460847735405
488,6376,6.957162800132125,8,0.5961866666666666,0.09395818482153118
489,6385,7.920834756558809,9,0.5956166666666667,0.07876719906926155
490,6387,0.9660165442504834,2,0.5954900000000001,0.0651897769421339
491,6399,9.706520376758064,12,0.59473,0.07556769934793313
492,6412,11.757918460638422,13,0.5939066666666667,0.09326131641864777
493,6421,7.9590122436400925,9,0.5933366666666666,0.0751910029600064
494,6425,3.2753881864994234,4,0.5930833333333334,0.08531154319643974
495,6440,13.358721678256305,15,0.5921333333333334,0.08788394207755724
496,6449,7.9513489116843,9,0.5915633333333333,0.09498933081825574
497,6452,1.7649228101313175,3,0.5913733333333333,0.10604760547478993
498,6458,4.752938569903351,6,0.5909933333333334,0.08494299339751403
499,6473,12.243654390387901,15,0.5900433333333334,0.09314082513252894
500,6490,13.017122198969972,17,0.5889666666666666,0.08690937520826564
501,6512,17.94605267899992,22,0.5875733333333334,0.09149887311187657
502,6524,10.241252946253267,12,0.5868133333333334,0.08547275249535839
