total_steps,episode_reward,episode_length,crashed
56270,180.65266,264,1
56621,237.17406,351,1
56717,66.065216,96,1
56894,121.87364,177,1
57160,177.71767,266,1
57421,177.52245,261,1
57762,232.93533,341,1
58050,197.76103,288,1
58212,111.8263,162,1
58503,199.0003,291,1
58690,127.08722,187,1
58844,105.80443,154,1
59162,217.04405,318,1
59330,115.348015,168,1
59657,222.82674,327,1
59883,156.2611,226,1
60066,125.60749,183,1
60236,116.413246,170,1
60370,90.9348,134,1
60644,186.13583,274,1
60998,237.91116,354,0
61230,158.33125,232,1
61666,295.2467,436,0
61899,159.39137,233,1
62399,336.08707,500,0
62711,210.84492,312,1
63172,311.91174,461,1
63299,87.67403,127,1
63625,220.80443,326,1
63759,92.21752,134,1
63948,129.04378,189,1
64212,182.08714,264,0
64338,86.69576,126,1
64646,209.71793,308,1
64922,187.4133,276,1
65191,179.50037,269,1
65292,69.26089,101,1
65394,68.869576,102,1
65842,300.5159,448,1
66258,279.43488,416,1
66364,72.78264,106,0
66600,157.95651,236,0
66805,139.41327,205,1
67277,321.49603,472,1
67520,164.57317,243,1
67730,140.2175,210,1
67857,86.91313,127,0
68011,105.869705,154,1
68125,77.847885,114,0
68231,70.36953,106,0
68439,142.15244,208,1
68702,180.34808,263,1
69012,211.13046,310,1
69210,132.8697,198,1
69504,199.74477,294,1
70004,336.1741,500,0
70384,258.08698,380,1
70689,208.15231,305,1
71058,248.39143,369,1
71558,339.04385,500,0
71780,147.08717,222,0
72165,259.7826,385,1
72335,117.08713,170,1
72540,140.89151,205,1
72836,201.00029,296,1
73144,208.98077,308,1
73340,133.74785,196,1
73535,134.32645,195,1
73754,147.8167,219,1
74102,234.08727,348,1
74602,337.41275,500,0
74753,104.36977,151,1
74842,60.586952,89,0
75175,221.63098,333,1
75252,51.73913,77,1
75714,313.39685,462,0
75963,170.39148,249,1
76142,123.50029,179,1
76482,232.28352,340,1
76687,140.9134,205,1
76918,157.10887,231,0
77152,159.34811,234,0
77358,139.82619,206,1
77569,140.67412,211,1
78049,323.6338,480,1
78292,165.47859,243,1
78714,285.44507,422,1
78937,151.5564,223,1
79220,193.82645,283,1
79541,218.0816,321,1
79959,280.5377,418,1
80178,150.67441,219,1
80570,266.63904,392,1
80733,112.69589,163,1
81143,280.32318,410,1
81499,242.32951,356,1
81872,250.89151,373,0
82024,104.86977,152,0
82118,64.56521,94,1
82371,172.30444,253,1
82654,194.26118,283,0
82830,117.89148,176,0
83034,138.95674,204,1
83348,217.15218,314,0
83718,253.67433,370,0
83820,70.23915,102,1
83877,37.43478,57,1
84138,175.02217,261,1
84467,222.34338,329,0
84775,210.15201,308,0
84924,102.65235,149,1
85131,139.97511,207,1
85392,178.21764,261,0
85652,178.60912,260,1
85896,168.21764,244,1
86087,131.0871,191,1
86335,169.54404,248,1
86622,196.06549,287,0
86887,178.63094,265,1
87135,168.6526,248,1
87619,327.4828,484,1
87953,227.30148,334,1
88194,166.04381,241,1
88422,157.13068,228,1
88683,179.2612,261,1
88892,143.84818,209,1
89303,279.2615,411,1
89507,137.23918,204,0
89851,232.62437,344,0
89865,8.717391,14,0
90084,150.08714,219,1
90296,144.91339,212,0
90474,121.34786,178,1
90646,117.86976,172,1
90866,149.10904,220,1
91007,94.30435,141,1
91288,185.89703,281,1
91516,157.39145,228,1
91735,150.00009,219,1
92116,257.23926,381,1
92403,193.04404,287,0
92647,168.26102,244,0
92895,167.0259,248,0
93057,111.50019,162,0
93397,230.43527,340,0
93837,302.52228,440,1
94166,225.63962,329,0
94601,290.1095,435,1
94878,187.80475,277,1
95015,90.3261,137,1
95285,179.32628,270,0
95647,247.24036,362,0
95839,130.28271,192,1
96074,155.67421,235,1
96273,135.76111,199,0
96492,148.8914,219,1
96764,184.1309,272,1
97128,244.08751,364,1
97346,146.43503,218,1
97505,106.891396,159,0
97714,142.34798,209,1
97928,144.13066,214,1
98419,328.78442,491,1
98528,74.47831,109,1
98735,142.00029,207,0
99077,231.15256,342,1
99264,128.76233,187,0
99764,340.13034,500,0
100121,244.02313,357,0
100281,108.80445,160,1
100733,302.08734,452,1
100912,117.82617,179,0
101255,235.19603,343,1
101688,288.9351,433,1
101770,54.71736,82,0
101988,146.50027,218,1
102223,160.5223,235,1
102510,192.50046,287,1
102677,115.304565,167,1
103177,337.62952,500,0
103378,134.95671,201,1
103621,162.58731,243,1
103981,241.2892,360,1
104438,305.13876,457,1
104776,228.08768,338,1
105182,274.1086,406,1
105402,148.21764,220,0
105560,107.95652,158,1
105843,194.97838,283,1
106064,149.26114,221,1
106297,157.95686,233,1
106797,340.89066,500,0
107169,255.04399,372,0
107456,196.41338,287,0
107638,122.391426,182,1
107804,114.17414,166,0
107823,11.760871,19,0
108131,205.91353,308,0
108381,171.78294,250,1
108621,163.69586,240,1
109026,272.99762,405,1
109223,133.69572,197,1
109311,58.173843,88,0
109549,163.01973,238,1
109830,192.56546,281,1
110013,122.80447,183,0
110344,224.11575,331,1
110667,218.93533,323,1
110869,133.69574,202,0
111102,157.326,233,1
111394,198.82169,292,1
111559,111.674095,165,0
111937,255.58702,378,0
112092,107.087166,155,0
112241,102.73928,149,1
112590,236.80475,349,0
112871,190.43471,281,0
113166,199.84814,295,0
113290,85.32619,124,1
113469,121.60888,179,1
113740,183.71783,271,0
114151,277.0655,411,1
114443,195.69617,292,1
114879,295.47812,436,1
114947,45.239113,68,0
115205,173.63084,258,1
115323,79.71735,118,1
115525,139.08736,202,1
115751,153.63087,226,1
115985,157.47845,234,1
116382,268.4566,397,0
116761,257.26172,379,1
116837,51.58695,76,0
117171,225.37004,334,1
117366,132.67416,195,0
117527,108.43487,161,1
117736,137.54367,209,1
118007,183.89171,271,0
118226,148.17422,219,1
118456,151.78276,230,0
118805,237.65282,349,1
119280,322.39114,475,1
119657,253.15251,377,1
119936,189.48592,279,1
120297,244.76648,361,1
120722,283.09116,425,1
121222,340.0218,500,0
121582,241.00099,360,0
121921,231.19589,339,1
122348,286.6873,427,1
122619,183.17421,271,1
122813,133.41505,194,1
123198,258.8481,385,0
123626,286.51807,428,1
124109,324.8267,483,1
124229,82.34787,120,0
124337,73.93483,108,0
124749,274.04364,412,0
125019,183.00064,270,0
125361,232.65251,342,0
125606,167.00592,245,1
125888,190.84836,282,0
126087,135.45718,199,1
126335,165.41481,248,1
126554,149.65257,219,1
126975,283.76123,421,1
127113,93.434784,138,0
127360,167.26122,247,1
127628,181.95703,268,1
127891,179.67455,263,1
127965,49.195637,74,0
128107,96.391396,142,1
128422,214.4571,315,1
128755,225.80501,333,1
129039,191.67433,284,1
129308,183.56592,269,1
129433,85.78271,125,1
129748,213.45728,315,1
129904,105.39141,156,1
130155,171.10907,251,1
130400,167.5001,245,1
130664,177.71716,264,1
131141,324.32706,477,1
131483,231.03949,342,1
131535,35.32608,52,0
131572,24.804344,37,0
131866,200.39801,294,0
131997,87.95654,131,1
132273,187.45673,276,1
132741,319.89203,468,1
133190,305.34818,449,1
133223,21.717392,33,0
133588,248.87027,365,0
133811,152.78278,223,1
134179,249.4789,368,0
134533,239.02203,354,1
134784,171.38504,251,1
134958,120.19528,174,1
135233,184.97867,275,0
135410,121.54368,177,1
135478,45.239117,68,0
135820,232.82681,342,1
136059,163.17381,239,1
136242,123.47841,183,1
136471,155.5872,229,0
136798,220.45697,327,1
137026,153.0219,228,0
137452,290.05063,426,1
137775,219.78732,323,1
138061,193.72421,286,1
138520,309.23962,459,1
138700,122.8057,180,1
138969,184.35101,269,1
139326,243.47806,357,1
139491,112.24435,165,1
139991,339.10925,500,0
140111,82.1041,120,1
140424,215.56563,313,1
140676,173.04367,252,1
140792,77.06521,116,1
141049,174.73949,257,1
141279,155.45679,230,1
141779,336.9124,500,0
142102,219.76154,323,1
142288,126.956795,186,1
142788,340.5659,500,0
143098,212.02031,310,0
143205,70.49993,107,1
143503,203.50053,298,1
144003,334.3055,500,0
144456,305.1095,453,0
144954,335.6525,498,1
145172,149.17429,218,1
145334,111.95675,162,1
145513,123.32635,179,1
145654,96.43486,141,1
146022,247.47472,368,1
146343,217.41388,321,0
146588,166.13068,245,1
146916,220.45706,328,1
147148,158.56554,232,1
147480,219.52216,332,1
147735,176.45667,255,1
147979,164.69595,244,1
148479,335.4691,500,0
148795,211.58707,316,0
148992,135.30463,197,1
149293,206.66124,301,1
149719,288.77847,426,1
149850,88.630486,131,0
150137,195.36992,287,1
150200,42.500004,63,1
150467,179.04341,267,1
150695,157.69579,228,1
150827,90.54359,132,1
151109,191.89198,282,1
151464,238.54391,355,1
151774,211.82681,310,1
152219,302.5907,445,1
152594,253.50047,375,0
152785,127.67399,191,0
153091,211.17393,306,1
153341,170.69562,250,0
153692,239.52213,351,1
154192,338.63083,500,0
154435,165.56564,243,1
154779,233.4568,344,1
154998,147.30446,219,1
155290,200.05193,292,0
155739,305.15253,449,1
156059,217.13089,320,1
156150,60.999977,91,1
156416,181.80905,266,1
156471,37.32608,55,0
156675,140.95674,204,1
156810,90.84786,135,1
157310,337.7981,500,0
157770,309.3481,460,0
158060,198.08037,290,1
158440,257.8268,380,1
158559,80.17391,119,1
158784,151.60898,225,1
158879,64.54347,95,0
159140,178.28264,261,1
159347,140.82634,207,1
159722,253.93907,375,1
159878,106.19574,156,0
160192,213.45679,314,1
160670,318.89087,478,1
161134,313.6893,464,1
161551,281.17435,417,0
162051,337.76114,500,0
162368,214.45647,317,1
162579,144.96301,211,1
163079,338.69562,500,0
163521,301.02197,442,0
163951,291.8049,430,1
164106,105.804474,155,1
164368,176.08684,262,0
164653,194.60919,285,1
164985,226.00024,332,1
165312,219.69615,327,1
165367,37.608692,55,1
165644,187.69617,277,1
165882,162.70021,238,0
166291,279.6956,409,1
166715,283.7002,424,1
167063,237.15285,348,1
167148,57.369553,85,1
167243,64.7174,95,1
167649,275.5227,406,1
167870,150.45677,221,1
167930,40.326096,60,1
168045,77.71742,115,0
168307,180.02196,262,1
168516,143.56554,209,1
168769,173.23972,253,0
169152,258.84866,383,1
169342,131.32635,190,1
169538,134.39291,196,1
169684,99.86966,146,1
169919,161.78256,235,1
170193,187.93504,274,1
170583,262.5307,390,1
171083,341.18546,500,0
171370,197.19618,287,1
171678,211.89163,308,1
172027,236.84851,349,0
172527,338.3035,500,0
172598,47.391308,71,1
173098,337.6726,500,0
173412,216.73915,314,0
173465,35.565224,53,1
173705,162.7176,240,1
174025,213.89157,320,1
174234,141.89159,209,1
174398,112.739365,164,1
174513,78.456505,115,1
174859,233.69623,346,1
175237,256.82657,378,1
175528,200.08742,291,1
175855,222.17418,327,1
176355,342.5865,500,0
176676,220.36977,321,1
177019,232.47865,343,1
177161,98.08711,142,1
177384,154.06543,223,0
177884,339.13055,500,0
178066,120.34312,182,0
178506,295.35846,440,1
178715,142.84807,209,1
178952,155.63054,237,0
179025,47.086918,73,0
179525,337.19434,500,0
179990,310.69565,465,1
180490,338.97818,500,0
180805,215.08716,315,0
181140,223.19579,335,1
181462,219.60909,322,1
181520,39.543472,58,0
182016,332.2394,496,1
182464,300.80457,448,1
182828,246.54417,364,1
182922,60.652096,94,0
183158,162.41316,236,1
183636,329.09048,478,1
183977,226.02318,341,1
184477,341.82602,500,0
184769,199.42775,292,1
185225,306.6954,456,0
185536,213.71716,311,1
185690,100.5,154,1
185947,172.89156,257,1
186082,90.19563,135,1
186137,36.28261,55,1
186441,208.39178,304,1
186689,166.13075,248,0
186850,106.84792,161,1
186924,49.086945,74,1
187424,337.13004,500,0
187924,339.13034,500,0
188311,261.1303,387,0
188462,104.36977,151,1
188658,130.6089,196,1
188913,174.39178,255,1
189121,138.95654,208,1
189194,50.02173,73,0
189382,127.326225,188,1
189592,142.1787,210,0
190092,340.73895,500,0
190375,192.51349,283,1
190812,292.89178,437,0
191114,205.95671,302,0
191296,120.10872,182,1
191392,62.30427,96,1
191776,259.2398,384,0
192276,340.37012,500,0
192654,252.653,378,1
193111,305.76236,457,1
193416,203.41339,305,1
193613,133.38704,197,0
193999,260.67398,386,1
194123,83.39138,124,0
194380,172.52213,257,1
194608,154.47842,228,0
195108,341.97845,500,0
195608,337.67795,500,0
195899,196.04338,291,0
196243,232.13078,344,1
196284,26.304352,41,0
196729,299.5211,445,0
197229,340.9793,500,0
197386,104.10862,157,1
197528,96.13048,142,1
197664,92.97841,136,1
198164,337.73898,500,0
198460,200.76123,296,1
198687,148.58708,227,1
199101,281.54382,414,1
199601,344.91257,500,0
199974,248.02216,373,1
200460,328.76096,486,1
200960,337.152,500,0
201460,336.91275,500,0
201895,295.9569,435,1
202092,133.17416,197,0
202358,175.26114,266,1
202718,244.63036,360,1
202927,142.58725,209,1
203095,115.80456,168,0
203547,306.1321,452,1
203737,128.54366,190,0
204098,240.82626,361,0
204445,235.8268,347,1
204932,329.37024,487,1
205381,303.76117,449,1
205761,258.65472,380,1
206261,337.44644,500,0
206634,251.63135,373,0
206906,185.08748,272,0
207063,103.09413,157,1
207563,341.0361,500,0
208063,337.28217,500,0
208181,80.86965,118,1
208590,278.02203,409,1
208935,232.69638,345,1
209142,142.35114,207,1
209428,192.9352,286,1
209928,337.9436,500,0
210340,277.34216,412,1
210476,93.41319,136,1
210976,337.15268,500,0
211089,76.82612,113,1
211300,143.95676,211,1
211563,178.93475,263,0
211812,165.95686,249,1
211981,112.71737,169,1
212274,200.73944,293,1
212317,28.065226,43,1
212601,193.78284,284,1
212906,208.9789,305,1
213406,339.62195,500,0
213534,86.304405,128,1
213904,253.52235,370,1
214179,187.32675,275,1
214269,60.15215,90,1
214769,340.60867,500,0
215269,334.5857,500,0
215769,340.65152,500,0
215931,110.10885,162,0
216077,98.15227,146,0
216299,149.39142,222,0
216545,168.45673,246,1
217045,338.00043,500,0
217304,174.00017,259,1
217804,339.99994,500,0
217901,65.108665,97,1
218253,241.93532,352,1
218304,34.52174,51,1
218572,182.30423,268,1
218736,112.934944,164,1
219126,264.4572,390,1
219440,213.52145,314,1
219707,184.00012,267,1
219854,97.84787,147,1
220242,264.60892,388,1
220366,83.63038,124,1
220750,261.69592,384,1
220923,119.60897,173,0
221184,179.58728,261,1
221605,280.2729,421,0
221726,81.7609,121,1
222167,297.22015,441,0
222344,122.26116,177,0
222751,271.6523,407,0
223038,195.4129,287,1
223324,193.15256,286,1
223451,85.673874,127,1
223833,261.21735,382,1
223997,110.0653,164,0
224497,338.3685,500,0
224900,273.48022,403,1
225208,205.23965,308,1
225586,258.02774,378,1
225704,79.17386,118,0
225895,131.67422,191,0
226266,252.89215,371,1
226641,254.41331,375,1
226990,239.39143,349,1
227490,336.34726,500,0
227897,278.6958,407,1
228204,208.48273,307,1
228480,190.06534,276,1
228751,185.08765,271,1
229026,186.34802,275,0
229329,207.58702,303,1
229634,207.54387,305,0
229932,201.91344,298,1
230036,71.69568,104,1
230248,145.43489,212,1
230446,136.67418,198,1
230624,120.326256,178,0
230741,79.80438,117,1
231218,321.48337,477,0
231265,31.978254,47,0
231390,84.39131,125,1
231890,336.9415,500,0
231990,66.97826,100,1
232230,163.913,240,0
232730,340.7604,500,0
233016,196.78282,286,0
233477,311.34833,461,1
233742,182.62764,265,1
233953,145.08725,211,1
234453,338.39056,500,0
234953,339.39026,500,0
235453,338.576,500,0
235721,183.65279,268,1
236221,336.65988,500,0
236347,84.97821,126,1
236594,168.26118,247,1
237094,335.3252,500,0
237594,340.23862,500,0
237852,174.86996,258,1
238352,340.76074,500,0
238756,272.69583,404,0
239222,317.78305,466,1
239352,89.434906,130,1
239629,186.58737,277,1
239930,205.15254,301,1
240341,273.82657,411,1
240544,137.95676,203,0
240919,254.10916,375,0
241155,161.10905,236,0
241390,160.348,235,1
241463,49.456524,73,0
241568,71.804375,105,1
241868,202.69641,300,0
242368,337.8669,500,0
242739,252.63274,371,1
243213,319.17447,474,1
243440,154.08688,227,0
243665,155.32616,225,1
244053,261.23978,388,1
244409,242.95726,356,1
244764,243.78299,355,1
245070,208.69577,306,1
245219,102.71758,149,1
245560,228.1745,341,1
246060,337.67322,500,0
246215,104.09799,155,1
246715,339.57654,500,0
247182,313.45615,467,1
247682,341.47852,500,0
248182,335.43472,500,0
248626,296.62842,444,1
249126,337.58618,500,0
249300,119.86979,174,0
249800,339.99963,500,0
250070,182.93478,270,1
250483,280.34796,413,0
250572,60.782608,89,1
251072,338.521,500,0
251483,278.67355,411,1
251697,143.36974,214,1
251970,185.63025,273,0
252276,204.23958,306,1
252614,229.45639,338,1
253034,280.54416,420,1
253165,88.239105,131,0
253547,256.9131,382,1
253722,119.521904,175,1
254222,336.84738,500,0
254722,340.2611,500,0
255202,323.08676,480,1
255492,198.43509,290,1
255863,254.1961,371,1
256117,174.1089,254,1
256608,332.17432,491,1
257108,340.00006,500,0
257337,152.94731,229,1
257663,215.3266,326,1
257781,81.326164,118,0
258016,159.65321,235,0
258331,213.6092,315,0
258753,286.63034,422,0
258922,113.78763,169,1
259253,226.65332,331,1
259753,340.06464,500,0
260097,234.78407,344,1
260458,246.78343,361,1
260660,139.39153,202,0
260711,34.760864,51,1
260866,107.15238,155,1
261366,339.56537,500,0
261419,35.49938,53,0
261846,289.91312,427,0
262051,138.47829,205,1
262296,164.81851,245,1
262397,67.413025,101,0
262543,100.54365,146,1
263043,340.30365,500,0
263227,127.93107,184,1
263458,157.40884,231,0
263958,339.56424,500,0
264316,244.10576,358,1
264816,339.49942,500,0
265059,162.10887,243,1
265167,74.34786,108,1
265667,338.79807,500,0
265842,116.087036,175,1
266134,202.04358,292,1
266373,163.0005,239,1
266873,339.5214,500,0
267087,144.34795,214,1
267587,343.6079,500,0
267947,240.044,360,0
268447,338.8039,500,0
268779,221.50044,332,1
269205,287.87335,426,1
269362,105.58711,157,0
269798,292.55066,436,1
269905,71.0652,107,1
270296,262.23898,391,1
270796,342.54288,500,0
271296,333.15628,500,0
271718,287.59662,422,1
272218,336.78564,500,0
272410,130.93503,192,0
272910,340.76044,500,0
273410,337.70035,500,0
273749,228.89195,339,1
274050,205.08743,301,1
274483,287.65247,433,0
274792,209.04381,309,1
275133,232.34856,341,1
275610,323.08627,477,0
276110,337.5649,500,0
276416,204.53613,306,1
276506,61.739124,90,0
277006,342.06512,500,0
277506,335.1156,500,0
278006,341.52136,500,0
278506,338.5006,500,0
278628,81.08694,122,1
279046,281.58722,418,0
279305,172.06541,259,0
279592,192.23952,287,1
280092,339.49936,500,0
280437,235.28264,345,1
280937,339.8914,500,0
281212,186.60922,275,1
281500,198.95638,288,1
282000,338.8928,500,0
282500,341.9347,500,0
282924,287.21744,424,1
283267,234.28323,343,0
283515,168.56555,248,1
283810,201.60852,295,1
284219,281.6738,409,1
284719,341.47803,500,0
285219,339.06467,500,0
285629,278.60907,410,1
286129,340.54355,500,0
286410,190.47885,281,1
286802,268.7404,392,1
286919,80.52181,117,1
287134,146.26099,215,1
287510,254.45703,376,1
287715,140.82642,205,1
287882,112.76098,167,1
288041,106.04353,159,1
288326,192.43513,285,1
288684,244.60918,358,1
289117,295.131,433,1
289512,266.89218,395,1
289754,166.67407,242,1
289814,41.043472,60,1
289956,97.84794,142,1
290456,343.54282,500,0
290691,160.08723,235,1
290967,188.60918,276,1
291382,281.43524,415,1
291560,122.680855,178,1
291822,181.25165,262,1
292322,341.1275,500,0
292675,240.52199,353,1
293057,262.17426,382,0
293441,263.36975,384,1
293637,134.66624,196,1
294137,337.50165,500,0
294596,314.86697,459,1
294851,174.93512,255,0
295010,109.95675,159,1
295510,340.93472,500,0
296010,340.78195,500,0
296230,150.02205,220,1
296530,203.30612,300,0
296636,70.782585,106,1
297136,340.26138,500,0
297469,226.98906,333,1
297844,253.39143,375,1
297895,34.586952,51,1
298042,100.82615,147,1
298245,138.9133,203,0
298605,245.41373,360,1
298869,180.60886,264,1
299091,151.86993,222,1
299246,107.04369,155,1
299746,344.84802,500,0
299907,108.586945,161,1
300309,275.14154,402,1
300809,336.95676,500,0
300921,76.26094,112,1
301089,113.30441,168,1
301447,241.28821,358,1
301938,335.456,491,0
302303,251.08704,365,1
302803,339.38913,500,0
303114,209.78302,311,1
303363,170.47856,249,1
303506,98.60883,143,1
304006,344.9558,500,0
304292,194.19626,286,1
304571,185.93518,279,0
304966,266.26147,395,1
305102,91.95655,136,1
305529,287.65277,427,1
305981,306.82614,452,1
306232,172.65247,251,0
306580,234.1304,348,0
306917,228.08765,337,1
307284,246.26144,367,1
307625,231.6685,341,0
307956,223.13461,331,1
308283,220.84833,327,1
308594,212.21776,311,1
308869,189.58702,275,1
309030,109.304504,161,1
309401,251.41774,371,1
309755,235.45714,354,1
310117,245.91383,362,1
310432,208.41333,315,1
310498,45.08695,66,0
310842,234.89122,344,1
311104,179.97813,262,1
311370,177.04387,266,0
311702,227.84811,332,1
311984,192.34822,282,1
312484,338.65137,500,0
312984,340.80365,500,0
313260,187.02211,276,1
313537,188.30492,277,1
314037,343.45663,500,0
314448,277.86935,411,1
314571,84.43489,123,1
315071,338.89087,500,0
315235,112.89294,164,1
315735,337.978,500,0
315873,94.826195,138,1
316373,339.97858,500,0
316591,149.43483,218,1
316921,225.91331,330,1
317421,340.86804,500,0
317822,275.56537,401,1
318024,137.51938,202,1
318428,274.37006,404,1
318616,129.76111,188,1
318696,54.934772,80,0
319167,322.52127,471,0
319365,136.47852,198,1
319799,297.91336,434,1
320013,144.23932,214,1
320513,341.3906,500,0
320877,249.283,364,0
321036,109.06545,159,1
321295,179.28264,259,1
321795,340.3268,500,0
322141,234.97882,346,1
322326,125.8263,185,1
322826,342.60843,500,0
323326,339.93332,500,0
323577,172.60912,251,1
323732,107.00021,155,0
324232,333.52225,500,0
324732,340.0435,500,0
325152,286.47827,420,1
325543,262.9349,391,1
326030,334.52097,487,1
326241,145.69594,211,1
326343,68.86951,102,1
326717,256.21725,374,1
327004,195.63046,287,1
327058,36.521736,54,0
327254,134.08727,196,1
327543,196.58765,289,1
327728,124.54356,185,1
327986,177.70947,258,1
328261,188.17456,275,1
328616,242.9858,355,1
329052,296.78293,436,1
329139,58.086926,87,1
329569,290.89206,430,1
329899,225.39177,330,0
330250,239.73901,351,1
330418,112.91317,168,1
330788,250.54422,370,1
331129,232.97856,341,0
331567,296.15878,438,1
331800,158.28264,233,1
332151,236.71774,351,1
332435,195.02208,284,1
332759,218.93544,324,1
333259,338.23944,500,0
333427,113.98783,168,0
333773,235.78099,346,1
334189,286.1958,416,1
334662,321.65137,473,1
335028,246.10704,366,1
335343,216.02159,315,1
335601,176.63083,258,1
336021,284.4903,420,0
336460,297.91238,439,1
336960,339.044,500,0
337388,291.02237,428,1
337888,334.86975,500,0
338012,84.97837,124,1
338231,148.93492,219,1
338468,161.73956,237,1
338815,236.30493,347,1
339315,339.28256,500,0
339762,303.70703,447,1
340262,341.9885,500,0
340482,151.91322,220,1
340906,291.86972,424,0
341329,286.55057,423,1
341608,189.91304,279,0
341989,260.39178,381,1
342268,192.00005,279,1
342582,213.38817,314,1
342633,33.652176,51,1
342945,211.47893,312,1
343289,230.00058,344,1
343789,340.34705,500,0
344066,189.02042,277,0
344566,339.32593,500,0
344946,258.60593,380,1
345373,289.08646,427,0
345639,180.7614,266,1
346011,253.04391,372,1
346205,131.82619,194,0
346705,340.43686,500,0
346891,127.84916,186,1
347009,79.5652,118,1
347444,296.20947,435,0
347944,339.80396,500,0
348281,231.60909,337,1
348781,343.15176,500,0
349039,176.3919,258,0
349539,341.0208,500,0
349944,277.45673,405,1
350185,165.86948,241,1
350465,191.36948,280,1
350839,253.06525,374,1
350911,49.173897,72,0
351157,169.21762,246,1
351231,50.47826,74,0
351490,177.84824,259,1
351778,196.06595,288,1
351847,46.739132,69,1
352173,218.39177,326,1
352673,338.36743,500,0
352867,133.3915,194,1
353093,154.00041,226,0
353282,128.19574,189,0
353782,342.45563,500,0
354153,253.19638,371,1
354373,150.13034,220,1
354491,81.13049,118,0
354991,341.131,500,0
355262,185.60846,271,1
355762,337.934,500,0
356065,206.39116,303,1
356420,242.08705,355,1
356707,197.58713,287,1
356795,58.934765,88,0
357101,207.91376,306,1
357286,125.07692,185,0
357318,21.543474,32,0
357718,271.43805,400,1
357839,82.60877,121,1
358121,191.84805,282,1
358542,288.6169,421,1
359042,335.52155,500,0
359260,146.00026,218,1
359660,273.21695,400,1
359806,96.7825,146,0
360271,314.91296,465,0
360397,86.152176,126,0
360897,338.7171,500,0
361028,88.326126,131,1
361142,77.587,114,1
361227,58.282597,85,0
361487,179.26076,260,1
361809,220.22003,322,0
362123,211.546,314,1
362454,227.52138,331,0
362850,273.50327,396,1
362995,98.58698,145,1
363389,267.1522,394,1
363870,324.60883,481,1
364237,249.85367,367,1
364590,243.60887,353,1
365090,339.68472,500,0
365094,2.0217392,4,0
365554,311.52142,460,1
365810,174.13269,256,1
366197,263.20242,387,1
366697,341.34836,500,0
366980,192.50055,283,1
367345,246.50037,365,1
367559,147.04349,214,1
367815,173.91309,256,1
368046,156.2423,231,1
368486,298.0657,440,0
368691,140.38295,205,1
368848,108.34803,157,0
368963,76.63042,115,0
369075,77.15223,112,0
369301,155.26115,226,1
369801,339.44336,500,0
370000,135.587,199,0
370240,163.83101,240,1
370740,342.87006,500,0
371139,269.3263,399,0
371502,249.58647,363,0
371772,185.8282,270,0
372177,275.52188,405,1
372677,338.4781,500,0
372835,106.43484,158,1
373314,327.69537,479,1
373319,2.7173915,5,0
373500,123.60878,181,1
373585,57.608658,85,1
373722,90.413,137,1
373905,125.123405,183,0
374076,117.65232,171,1
374488,279.47824,412,1
374988,340.93472,500,0
375258,185.23929,270,1
375456,134.67401,198,1
375956,344.04376,500,0
376135,123.08725,179,1
376320,126.14967,185,1
376706,260.19617,386,1
376914,142.8482,208,1
377200,194.04399,286,0
377700,341.42715,500,0
378200,339.0222,500,0
378409,143.93492,209,0
378892,326.34854,483,1
379291,269.78275,399,1
379445,102.36957,154,0
379707,179.63084,262,1
379851,95.95657,144,1
380085,159.49571,234,1
380318,158.73944,233,1
380468,103.69585,150,1
380808,231.30469,340,1
381253,300.65204,445,0
381753,336.8059,500,0
381932,123.54374,179,0
382286,240.32614,354,1
382711,290.04343,425,1
382873,109.73915,162,1
383290,284.39163,417,1
383519,156.78307,229,1
384019,342.63004,500,0
384188,115.89143,169,1
384403,147.76892,215,0
384637,161.86974,234,1
384854,148.30466,217,1
385259,274.4777,405,1
385552,199.71712,293,0
385698,99.95662,146,1
386039,233.39157,341,1
386539,336.26077,500,0
387039,340.71823,500,0
387457,285.6518,418,0
387731,186.78246,274,1
387779,32.67391,48,1
388279,342.9451,500,0
388410,89.570496,131,0
388734,221.10918,324,1
388954,150.91328,220,1
389454,339.1083,500,0
389593,95.69576,139,1
389801,140.00014,208,0
390295,335.7178,494,1
390711,281.6826,416,1
390773,42.915142,62,1
391200,290.97855,427,1
391547,236.65263,347,0
391769,152.95673,222,1
392119,240.63857,350,0
392531,278.0431,412,1
392741,145.17401,210,1
393241,343.6292,500,0
393347,71.152145,106,1
393847,342.16296,500,0
394230,262.522,383,0
394714,326.39175,484,1
395214,339.54352,500,0
395580,246.36986,366,0
395784,140.02202,204,1
395884,66.76084,100,1
396384,339.65155,500,0
396529,100.10886,145,1
396704,118.739296,175,1
397100,267.2174,396,1
397210,73.52167,110,1
397509,200.09474,299,1
398009,340.7602,500,0
398450,301.76044,441,1
398571,81.67395,121,1
398832,179.32646,261,1
399004,115.41309,172,1
399504,342.52145,500,0
399730,155.89143,226,1
399932,139.08846,202,1
400247,213.4351,315,1
400638,265.58005,391,0
401138,339.21106,500,0
401368,154.50027,230,0
401559,129.89133,191,0
401974,282.32635,415,1
402204,159.34796,230,1
402534,223.45682,330,1
402915,259.10934,381,1
403328,278.91068,413,1
403569,166.00018,241,0
403682,77.95658,113,1
403832,103.04355,150,1
403929,64.547226,97,1
404043,78.04351,114,1
404231,127.93477,188,1
