total_steps,episode_reward,episode_length,crashed
404731,336.85968,500,0
404871,96.69581,140,0
405046,118.41471,175,0
405218,116.76094,172,1
405718,340.97763,500,0
405872,104.08712,154,1
406149,188.28284,277,1
406649,340.4353,500,0
407059,276.67453,410,1
407253,132.32622,194,0
407539,193.739,286,1
407786,167.32619,247,0
407890,70.413086,104,1
408005,76.84778,115,0
408317,214.65247,312,0
408817,339.02115,500,0
409317,341.2705,500,0
409426,74.91305,109,0
409517,60.304314,91,1
409769,173.2397,252,1
410161,263.86963,392,0
410491,225.26181,330,1
410665,119.93503,174,1
411085,288.4782,420,1
411283,132.71745,198,1
411783,339.61267,500,0
412230,302.47772,447,1
412532,205.20561,302,1
412805,184.54413,273,1
412958,105.10886,153,1
413181,153.71758,223,1
413458,189.17398,277,1
413663,141.45677,205,1
413816,105.30447,153,0
414009,131.30446,193,0
414146,94.38936,137,0
414320,117.54364,174,1
414522,138.67427,202,1
415022,344.15265,500,0
415254,158.27821,232,1
415605,237.76369,351,1
415831,155.23943,226,1
416170,230.33266,339,1
416580,281.50076,410,0
416765,128.03145,185,1
416948,124.66455,183,1
417305,244.109,357,1
417758,307.32605,453,1
418231,322.347,473,0
418471,164.0874,240,1
418624,104.5435,153,1
419124,342.56555,500,0
419482,242.06602,358,1
419982,340.12552,500,0
420273,196.43542,291,1
420447,117.34783,174,1
420812,250.21762,365,1
420973,109.39146,161,1
421325,237.69612,352,1
421707,259.34845,382,1
422103,268.7176,396,1
422481,260.0214,378,1
422636,107.15239,155,1
422832,134.43489,196,1
423332,340.97812,500,1
423553,149.17403,221,1
423966,278.97812,413,1
424466,340.9992,500,0
424966,342.56616,500,0
425311,237.54378,345,0
425464,105.58716,153,1
425831,248.32654,367,1
426029,134.65222,198,1
426529,340.26038,500,0
426685,106.935005,156,1
426874,128.97856,189,0
427175,206.1742,301,0
427302,86.69578,127,0
427782,325.4894,480,1
427874,62.978256,92,1
428179,207.4135,305,1
428201,14.434781,22,0
428497,198.43526,296,1
428507,6.1739125,10,0
428825,216.32677,318,1
429085,175.34813,260,1
429474,266.93536,389,1
429854,258.68524,380,1
430063,142.23944,209,1
430220,107.369675,157,1
430720,339.28214,500,0
430868,100.47831,148,1
431368,342.06497,500,0
431495,86.044495,127,1
431658,112.413284,163,0
432052,266.91354,394,0
432294,165.73932,242,1
432464,117.10892,170,0
432964,339.6958,500,0
433464,338.5657,500,0
433892,293.23947,428,1
434362,317.69562,470,1
434580,148.6525,218,1
434704,82.91295,124,1
434911,139.95667,207,1
435411,340.06558,500,0
435680,182.04384,269,1
436036,242.04697,356,1
436102,44.913025,66,1
436542,298.15283,440,1
436622,52.673878,80,1
437077,306.86978,455,1
437577,340.71756,500,0
437628,34.32609,51,1
437878,169.86995,250,1
437996,79.47826,118,1
438440,303.78214,444,0
438662,150.5873,222,1
438853,129.26105,191,1
439160,211.84784,307,1
439244,56.260845,84,1
439424,123.21769,180,1
439541,78.23908,117,1
439763,152.71786,222,0
440058,201.45674,295,1
440265,142.45676,207,1
440697,293.67444,432,1
440971,187.0437,274,1
441230,175.8043,259,1
441730,340.28268,500,0
442002,186.37123,272,1
442104,69.086914,102,1
442270,114.24948,166,0
442571,203.50047,301,1
443071,337.19485,500,0
443388,216.54707,317,0
443805,285.08743,417,1
444106,204.19829,301,0
444309,138.5002,203,1
444587,189.37018,278,0
444892,206.47888,305,1
445125,156.37683,233,1
445625,339.99954,500,0
446125,342.23898,500,0
446457,224.34836,332,1
446731,187.0222,274,1
447231,345.19473,500,0
447529,203.04417,298,1
448029,342.80377,500,0
448529,338.9128,500,0
448752,152.91325,223,0
448919,114.64673,167,1
449419,339.34836,500,0
449684,180.84819,265,0
449988,207.39174,304,1
450113,84.73913,125,0
450446,226.33698,333,0
450815,252.06613,369,1
451095,190.03094,280,0
451399,207.39168,304,1
451586,128.47949,187,0
452086,342.24005,500,0
452586,339.1949,500,0
452944,242.58769,358,1
453368,289.94946,424,1
453750,261.39142,382,1
454250,338.9023,500,0
454621,255.39117,371,1
454701,54.978252,80,1
454909,143.34798,208,0
455409,341.47815,500,0
455909,337.32544,500,0
456409,338.34848,500,0
456909,343.0652,500,0
457400,329.57074,491,1
457875,321.50403,475,0
458299,289.32608,424,1
458562,180.30466,263,1
459035,321.04327,473,1
459516,327.80582,481,1
459845,224.8481,329,1
460278,291.84808,433,1
460650,255.67398,372,1
460852,139.58725,202,1
461017,112.695786,165,1
461299,190.62418,282,1
461551,172.29512,252,0
461795,167.80135,244,0
461955,109.97841,160,0
461998,29.13043,43,1
462310,212.50066,312,1
462369,40.3913,59,1
462686,215.65251,317,1
463186,338.4338,500,0
463297,76.47832,111,1
463797,339.4821,500,0
464297,341.02133,500,0
464438,97.929375,141,1
464855,284.82632,417,1
465076,149.0811,221,0
465333,176.00433,257,1
465454,81.41304,121,1
465644,129.60901,190,0
465949,205.5439,305,1
466353,275.23944,404,0
466633,189.78308,280,1
467133,340.6956,500,0
467273,96.32617,140,0
467682,276.24106,409,1
468148,320.30408,466,1
468395,169.71129,247,1
468895,339.52127,500,0
469053,108.6089,158,1
469153,68.23917,100,1
469653,337.3698,500,0
469962,212.56544,309,1
470260,202.3476,298,0
470638,256.3701,378,0
471138,338.69562,500,0
471638,340.89026,500,0
471737,68.2174,99,1
472237,340.54236,500,0
472615,257.41327,378,1
472877,180.3046,262,1
473198,220.73917,321,1
473698,338.6309,500,0
473904,141.73927,206,1
474391,332.86087,487,1
474727,225.15274,336,0
475046,216.15282,319,1
475546,344.28247,500,0
475841,202.80469,295,1
475968,86.43472,127,1
476306,230.544,338,1
476559,170.49162,253,0
476895,227.7003,336,0
477201,210.13072,306,1
477502,204.56602,301,1
478002,339.7167,500,0
478358,243.0437,356,1
478858,342.21732,500,0
479251,268.45663,393,1
479594,232.21747,343,0
480094,338.95697,500,0
480347,172.78288,253,1
480847,339.471,500,0
480960,76.54346,113,1
481140,122.60881,180,1
481621,327.71466,481,0
481886,177.63083,265,1
482181,202.89142,295,1
482452,185.5655,271,1
482664,145.97842,212,1
483061,271.31622,397,0
483263,138.04366,202,1
483469,140.58722,206,1
483725,174.44786,256,1
484097,254.0655,372,1
484597,339.80414,500,0
484801,136.78284,204,1
485301,338.54446,500,0
485761,312.47806,460,1
486214,307.762,453,1
486655,303.2396,441,0
486742,58.78657,87,1
486885,94.41302,143,0
487303,282.50076,418,1
487749,303.95676,446,1
488206,314.32605,457,1
488332,85.894424,126,1
488683,237.19627,351,1
488734,34.760864,51,1
488977,167.32622,243,1
489402,285.47845,425,1
489506,68.80428,104,1
489634,85.54348,128,1
490103,314.7389,469,1
490406,207.36986,303,1
490461,37.478256,55,0
490762,206.30429,301,1
491201,299.67395,439,0
491701,342.82037,500,0
492076,255.0657,375,1
492191,78.78269,115,1
492691,340.00204,500,0
493191,340.58682,500,0
493551,245.91338,360,0
493695,99.28277,144,1
494106,277.5874,411,1
494606,337.40073,500,0
494978,253.1636,372,1
495340,249.17413,362,1
495594,173.39183,254,1
496094,342.17352,500,0
496541,303.08936,447,1
496818,189.78242,277,1
497183,246.50061,365,1
497418,161.04391,235,1
497810,266.21805,392,1
498047,163.02205,237,1
498390,232.02245,343,1
498595,139.86989,205,1
498891,200.34834,296,1
499129,159.95676,238,1
499590,315.26,461,1
499681,62.608685,91,1
